acc=60.0000, pre=58.1081, rec=71.6667, f1=0.6418, kap=0.2000
acc=55.0000, pre=100.0000, rec=10.0000, f1=0.1818, kap=0.1000
acc=65.0000, pre=69.5652, rec=53.3333, f1=0.6038, kap=0.3000
acc=71.6667, pre=96.4286, rec=45.0000, f1=0.6136, kap=0.4333
acc=65.0000, pre=100.0000, rec=30.0000, f1=0.4615, kap=0.3000
acc=82.5000, pre=100.0000, rec=65.0000, f1=0.7879, kap=0.6500
acc=77.5000, pre=100.0000, rec=55.0000, f1=0.7097, kap=0.5500
acc=77.5000, pre=100.0000, rec=55.0000, f1=0.7097, kap=0.5500
acc=75.8333, pre=86.0465, rec=61.6667, f1=0.7184, kap=0.5167
acc=76.6667, pre=92.1053, rec=58.3333, f1=0.7143, kap=0.5333
acc=74.1667, pre=93.9394, rec=51.6667, f1=0.6667, kap=0.4833
acc=75.8333, pre=89.7436, rec=58.3333, f1=0.7071, kap=0.5167
acc=76.6667, pre=94.4444, rec=56.6667, f1=0.7083, kap=0.5333
acc=70.0000, pre=83.3333, rec=50.0000, f1=0.6250, kap=0.4000
acc=75.0000, pre=85.7143, rec=60.0000, f1=0.7059, kap=0.5000
acc=75.0000, pre=85.7143, rec=60.0000, f1=0.7059, kap=0.5000
acc=76.6667, pre=88.0952, rec=61.6667, f1=0.7255, kap=0.5333
acc=75.0000, pre=82.6087, rec=63.3333, f1=0.7170, kap=0.5000
acc=71.6667, pre=84.2105, rec=53.3333, f1=0.6531, kap=0.4333
acc=72.5000, pre=78.7234, rec=61.6667, f1=0.6916, kap=0.4500
acc=70.8333, pre=74.5098, rec=63.3333, f1=0.6847, kap=0.4167
acc=72.5000, pre=77.5510, rec=63.3333, f1=0.6972, kap=0.4500
acc=71.6667, pre=79.5455, rec=58.3333, f1=0.6731, kap=0.4333
acc=72.5000, pre=77.5510, rec=63.3333, f1=0.6972, kap=0.4500
acc=71.6667, pre=75.0000, rec=65.0000, f1=0.6964, kap=0.4333
acc=73.3333, pre=86.8421, rec=55.0000, f1=0.6735, kap=0.4667
acc=73.3333, pre=79.1667, rec=63.3333, f1=0.7037, kap=0.4667
acc=72.5000, pre=77.5510, rec=63.3333, f1=0.6972, kap=0.4500
acc=73.3333, pre=79.1667, rec=63.3333, f1=0.7037, kap=0.4667
acc=72.5000, pre=77.5510, rec=63.3333, f1=0.6972, kap=0.4500
acc=75.0000, pre=82.6087, rec=63.3333, f1=0.7170, kap=0.5000
acc=72.5000, pre=77.5510, rec=63.3333, f1=0.6972, kap=0.4500
acc=76.6667, pre=86.3636, rec=63.3333, f1=0.7308, kap=0.5333
acc=73.3333, pre=78.0000, rec=65.0000, f1=0.7091, kap=0.4667
acc=74.1667, pre=80.8511, rec=63.3333, f1=0.7103, kap=0.4833
acc=75.0000, pre=82.6087, rec=63.3333, f1=0.7170, kap=0.5000
acc=72.5000, pre=77.5510, rec=63.3333, f1=0.6972, kap=0.4500
acc=70.8333, pre=74.5098, rec=63.3333, f1=0.6847, kap=0.4167
acc=69.1667, pre=71.6981, rec=63.3333, f1=0.6726, kap=0.3833
acc=74.1667, pre=80.8511, rec=63.3333, f1=0.7103, kap=0.4833
