acc=31.6667, pre=16.8143, rec=31.6667, f1=0.1994, kap=-0.0250
acc=31.6667, pre=11.1111, rec=31.6667, f1=0.1645, kap=-0.0250
acc=26.6667, pre=26.2358, rec=26.6667, f1=0.2628, kap=-0.1000
acc=29.1667, pre=30.7743, rec=29.1667, f1=0.2869, kap=-0.0625
acc=27.5000, pre=30.5061, rec=27.5000, f1=0.2494, kap=-0.0875
acc=26.6667, pre=27.0539, rec=26.6667, f1=0.2437, kap=-0.1000
acc=26.6667, pre=26.9532, rec=26.6667, f1=0.2410, kap=-0.1000
acc=27.5000, pre=28.3211, rec=27.5000, f1=0.2689, kap=-0.0875
acc=33.3333, pre=36.1793, rec=33.3333, f1=0.3284, kap=0.0000
acc=32.5000, pre=34.6038, rec=32.5000, f1=0.3104, kap=-0.0125
acc=33.3333, pre=33.4426, rec=33.3333, f1=0.3226, kap=0.0000
acc=33.3333, pre=51.9996, rec=33.3333, f1=0.2978, kap=0.0000
acc=39.1667, pre=36.0831, rec=39.1667, f1=0.3634, kap=0.0875
acc=40.0000, pre=40.2701, rec=40.0000, f1=0.3582, kap=0.1000
acc=37.5000, pre=37.9310, rec=37.5000, f1=0.3254, kap=0.0625
acc=38.3333, pre=37.7706, rec=38.3333, f1=0.3770, kap=0.0750
acc=37.5000, pre=35.1659, rec=37.5000, f1=0.3488, kap=0.0625
acc=37.5000, pre=37.7024, rec=37.5000, f1=0.3741, kap=0.0625
acc=38.3333, pre=36.2010, rec=38.3333, f1=0.3597, kap=0.0750
acc=36.6667, pre=33.9933, rec=36.6667, f1=0.3438, kap=0.0500
acc=36.6667, pre=35.1894, rec=36.6667, f1=0.3578, kap=0.0500
acc=35.0000, pre=31.8947, rec=35.0000, f1=0.3252, kap=0.0250
acc=37.5000, pre=37.5661, rec=37.5000, f1=0.3748, kap=0.0625
acc=37.5000, pre=37.2598, rec=37.5000, f1=0.3737, kap=0.0625
acc=35.0000, pre=36.5828, rec=35.0000, f1=0.3568, kap=0.0250
acc=34.1667, pre=33.9985, rec=34.1667, f1=0.3405, kap=0.0125
acc=36.6667, pre=37.2287, rec=36.6667, f1=0.3693, kap=0.0500
acc=35.8333, pre=36.4646, rec=35.8333, f1=0.3600, kap=0.0375
acc=39.1667, pre=41.2547, rec=39.1667, f1=0.3994, kap=0.0875
acc=32.5000, pre=32.6692, rec=32.5000, f1=0.3257, kap=-0.0125
acc=37.5000, pre=38.2357, rec=37.5000, f1=0.3776, kap=0.0625
acc=35.0000, pre=34.6479, rec=35.0000, f1=0.3477, kap=0.0250
acc=35.0000, pre=36.1298, rec=35.0000, f1=0.3551, kap=0.0250
acc=35.8333, pre=36.3309, rec=35.8333, f1=0.3598, kap=0.0375
acc=35.8333, pre=35.6762, rec=35.8333, f1=0.3541, kap=0.0375
acc=33.3333, pre=33.8805, rec=33.3333, f1=0.3350, kap=0.0000
acc=40.0000, pre=37.6262, rec=40.0000, f1=0.3845, kap=0.1000
acc=34.1667, pre=31.1840, rec=34.1667, f1=0.3195, kap=0.0125
acc=39.1667, pre=37.9218, rec=39.1667, f1=0.3839, kap=0.0875
acc=43.3333, pre=41.2756, rec=43.3333, f1=0.4191, kap=0.1500
acc=37.5000, pre=35.2490, rec=37.5000, f1=0.3585, kap=0.0625
acc=35.0000, pre=38.1740, rec=35.0000, f1=0.3478, kap=0.0250
acc=46.6667, pre=44.6300, rec=46.6667, f1=0.4505, kap=0.2000
acc=40.8333, pre=42.6040, rec=40.8333, f1=0.4144, kap=0.1125
acc=35.0000, pre=36.0795, rec=35.0000, f1=0.3532, kap=0.0250
acc=39.1667, pre=39.4729, rec=39.1667, f1=0.3922, kap=0.0875
acc=40.0000, pre=39.5870, rec=40.0000, f1=0.3947, kap=0.1000
acc=30.8333, pre=31.8571, rec=30.8333, f1=0.3000, kap=-0.0375
acc=38.3333, pre=39.1930, rec=38.3333, f1=0.3840, kap=0.0750
acc=39.1667, pre=38.7197, rec=39.1667, f1=0.3893, kap=0.0875
