acc=25.8333, pre=32.9354, rec=27.9861, f1=0.2492, kap=-0.0612
acc=35.8333, pre=41.1877, rec=32.6389, f1=0.3470, kap=0.0383
acc=33.3333, pre=28.8889, rec=29.5833, f1=0.2923, kap=-0.0169
acc=28.3333, pre=23.9404, rec=24.6528, f1=0.2427, kap=-0.0914
acc=26.6667, pre=25.8505, rec=23.6806, f1=0.2458, kap=-0.1065
acc=36.6667, pre=35.1959, rec=34.2361, f1=0.3466, kap=0.0428
acc=34.1667, pre=32.8792, rec=30.9028, f1=0.3166, kap=0.0025
acc=37.5000, pre=36.1036, rec=34.8611, f1=0.3539, kap=0.0538
acc=39.1667, pre=37.6396, rec=36.8750, f1=0.3715, kap=0.0829
acc=35.0000, pre=30.7135, rec=31.1806, f1=0.3077, kap=0.0076
acc=38.3333, pre=35.2204, rec=34.9306, f1=0.3507, kap=0.0633
acc=35.0000, pre=32.8733, rec=31.5972, f1=0.3210, kap=0.0135
acc=34.1667, pre=28.9287, rec=30.0000, f1=0.2934, kap=-0.0068
acc=35.8333, pre=32.8759, rec=31.9444, f1=0.3231, kap=0.0253
acc=36.6667, pre=34.0924, rec=32.9861, f1=0.3296, kap=0.0380
acc=34.1667, pre=30.7646, rec=30.2083, f1=0.3036, kap=-0.0017
acc=35.0000, pre=30.4196, rec=30.8333, f1=0.3043, kap=0.0085
acc=34.1667, pre=30.6430, rec=30.2778, f1=0.3010, kap=-0.0017
acc=34.1667, pre=29.9168, rec=30.0000, f1=0.2980, kap=-0.0034
acc=33.3333, pre=30.1716, rec=29.4444, f1=0.2948, kap=-0.0135
acc=36.6667, pre=31.2965, rec=32.1528, f1=0.3171, kap=0.0331
acc=36.6667, pre=33.3190, rec=32.7083, f1=0.3271, kap=0.0363
acc=33.3333, pre=29.6267, rec=29.3750, f1=0.2940, kap=-0.0161
acc=35.8333, pre=33.4682, rec=32.0833, f1=0.3254, kap=0.0253
acc=35.0000, pre=31.4167, rec=31.1806, f1=0.3104, kap=0.0093
acc=37.5000, pre=35.1304, rec=33.7500, f1=0.3409, kap=0.0506
acc=36.6667, pre=32.8208, rec=32.7083, f1=0.3249, kap=0.0347
acc=35.8333, pre=33.0583, rec=32.0833, f1=0.3239, kap=0.0245
acc=36.6667, pre=32.8431, rec=32.9167, f1=0.3268, kap=0.0331
acc=37.5000, pre=34.2097, rec=33.7500, f1=0.3368, kap=0.0474
acc=38.3333, pre=35.8288, rec=35.0000, f1=0.3525, kap=0.0617
acc=37.5000, pre=34.5704, rec=33.9583, f1=0.3404, kap=0.0474
acc=38.3333, pre=34.2375, rec=34.4444, f1=0.3413, kap=0.0585
acc=39.1667, pre=36.6146, rec=35.6250, f1=0.3577, kap=0.0744
acc=37.5000, pre=34.6715, rec=33.8194, f1=0.3409, kap=0.0490
acc=39.1667, pre=35.9816, rec=35.4861, f1=0.3550, kap=0.0728
acc=39.1667, pre=35.2370, rec=35.2778, f1=0.3499, kap=0.0720
acc=39.1667, pre=36.2302, rec=35.6250, f1=0.3563, kap=0.0736
acc=39.1667, pre=36.6146, rec=35.6250, f1=0.3577, kap=0.0744
acc=36.6667, pre=32.9303, rec=32.9861, f1=0.3284, kap=0.0323
acc=38.3333, pre=33.6361, rec=34.3056, f1=0.3383, kap=0.0569
acc=39.1667, pre=35.3679, rec=35.3472, f1=0.3523, kap=0.0720
acc=37.5000, pre=32.5581, rec=33.6111, f1=0.3289, kap=0.0417
acc=37.5000, pre=34.3673, rec=34.2361, f1=0.3424, kap=0.0458
acc=38.3333, pre=34.2375, rec=34.4444, f1=0.3413, kap=0.0585
acc=39.1667, pre=35.6296, rec=35.4861, f1=0.3536, kap=0.0720
acc=39.1667, pre=35.2971, rec=35.4861, f1=0.3519, kap=0.0705
acc=38.3333, pre=35.5891, rec=34.7917, f1=0.3491, kap=0.0609
acc=39.1667, pre=34.6329, rec=35.1389, f1=0.3471, kap=0.0705
acc=38.3333, pre=34.8386, rec=34.5833, f1=0.3439, kap=0.0601
acc=36.6667, pre=33.2371, rec=32.9167, f1=0.3287, kap=0.0347
acc=37.5000, pre=33.6296, rec=33.6111, f1=0.3345, kap=0.0466
acc=38.3333, pre=35.9890, rec=34.7917, f1=0.3509, kap=0.0625
acc=35.8333, pre=33.6419, rec=32.3611, f1=0.3272, kap=0.0270
acc=39.1667, pre=35.3018, rec=35.2778, f1=0.3506, kap=0.0728
acc=40.0000, pre=35.6318, rec=35.9722, f1=0.3558, kap=0.0840
acc=35.0000, pre=33.1535, rec=31.7361, f1=0.3226, kap=0.0143
acc=36.6667, pre=31.6387, rec=32.6389, f1=0.3204, kap=0.0298
