acc=23.3333, pre=18.9542, rec=22.2222, f1=0.1807, kap=-0.1626
acc=33.3333, pre=35.7795, rec=32.7778, f1=0.3165, kap=-0.0042
acc=39.1667, pre=50.4981, rec=38.3333, f1=0.3908, kap=0.0681
acc=45.0000, pre=51.5440, rec=45.9722, f1=0.4700, kap=0.1660
acc=46.6667, pre=51.3131, rec=46.2500, f1=0.4763, kap=0.1844
acc=45.8333, pre=50.3139, rec=47.2917, f1=0.4823, kap=0.1772
acc=47.5000, pre=50.8354, rec=48.1250, f1=0.4920, kap=0.1944
acc=53.3333, pre=58.1000, rec=52.8472, f1=0.5423, kap=0.2752
acc=53.3333, pre=57.5981, rec=53.1250, f1=0.5456, kap=0.2790
acc=51.6667, pre=55.5460, rec=51.3889, f1=0.5273, kap=0.2539
acc=52.5000, pre=56.5132, rec=52.1528, f1=0.5339, kap=0.2642
acc=50.8333, pre=55.8739, rec=50.3472, f1=0.5202, kap=0.2403
acc=53.3333, pre=56.0351, rec=53.1250, f1=0.5409, kap=0.2808
acc=51.6667, pre=53.0609, rec=51.7361, f1=0.5223, kap=0.2589
acc=51.6667, pre=55.5537, rec=51.7361, f1=0.5309, kap=0.2558
acc=51.6667, pre=56.1808, rec=51.2500, f1=0.5276, kap=0.2526
acc=49.1667, pre=56.0331, rec=49.0972, f1=0.5122, kap=0.2159
acc=54.1667, pre=57.9630, rec=54.0278, f1=0.5523, kap=0.2912
acc=53.3333, pre=57.8104, rec=53.2639, f1=0.5481, kap=0.2808
acc=51.6667, pre=54.6126, rec=51.5972, f1=0.5258, kap=0.2545
acc=49.1667, pre=51.1748, rec=50.0000, f1=0.5052, kap=0.2233
acc=48.3333, pre=51.0073, rec=48.6111, f1=0.4955, kap=0.2078
acc=47.5000, pre=51.4263, rec=47.0833, f1=0.4840, kap=0.1881
acc=50.8333, pre=54.1951, rec=51.0417, f1=0.5221, kap=0.2442
acc=47.5000, pre=49.7302, rec=48.1250, f1=0.4882, kap=0.1978
acc=50.0000, pre=51.1870, rec=50.5556, f1=0.5079, kap=0.2353
acc=47.5000, pre=50.4180, rec=48.2639, f1=0.4916, kap=0.1971
acc=48.3333, pre=51.6484, rec=48.9583, f1=0.5003, kap=0.2078
acc=45.8333, pre=49.5582, rec=46.0417, f1=0.4732, kap=0.1674
acc=51.6667, pre=56.4394, rec=51.3889, f1=0.5296, kap=0.2526
acc=45.8333, pre=49.4118, rec=46.2500, f1=0.4746, kap=0.1681
acc=47.5000, pre=50.8182, rec=47.7778, f1=0.4890, kap=0.1923
acc=46.6667, pre=49.7864, rec=47.5694, f1=0.4849, kap=0.1851
acc=46.6667, pre=49.0293, rec=47.4306, f1=0.4811, kap=0.1837
acc=45.0000, pre=48.3040, rec=45.6250, f1=0.4660, kap=0.1531
acc=45.8333, pre=49.5726, rec=46.7361, f1=0.4789, kap=0.1695
acc=47.5000, pre=50.6434, rec=47.9861, f1=0.4898, kap=0.1923
acc=47.5000, pre=50.8405, rec=48.1250, f1=0.4919, kap=0.1937
acc=46.6667, pre=50.1852, rec=46.6667, f1=0.4774, kap=0.1753
acc=45.0000, pre=46.4714, rec=46.1111, f1=0.4628, kap=0.1624
acc=46.6667, pre=50.2540, rec=47.0139, f1=0.4805, kap=0.1760
acc=44.1667, pre=46.8874, rec=45.0694, f1=0.4587, kap=0.1476
acc=45.8333, pre=47.9500, rec=46.1806, f1=0.4668, kap=0.1652
acc=45.8333, pre=48.7555, rec=46.5972, f1=0.4748, kap=0.1695
acc=46.6667, pre=49.1658, rec=47.5000, f1=0.4815, kap=0.1816
acc=45.0000, pre=48.5421, rec=45.4167, f1=0.4656, kap=0.1531
acc=45.8333, pre=48.5334, rec=46.8056, f1=0.4751, kap=0.1695
acc=45.8333, pre=49.1710, rec=46.4583, f1=0.4748, kap=0.1667
acc=45.8333, pre=48.5334, rec=46.8056, f1=0.4751, kap=0.1695
acc=45.8333, pre=48.5076, rec=46.1111, f1=0.4695, kap=0.1660
acc=44.1667, pre=47.2727, rec=44.7222, f1=0.4570, kap=0.1418
acc=45.8333, pre=48.3853, rec=47.0833, f1=0.4767, kap=0.1737
acc=42.5000, pre=46.2587, rec=43.4722, f1=0.4461, kap=0.1199
acc=45.8333, pre=47.3180, rec=46.3194, f1=0.4653, kap=0.1674
acc=46.6667, pre=48.6111, rec=47.1528, f1=0.4766, kap=0.1809
acc=43.3333, pre=46.0587, rec=44.0278, f1=0.4486, kap=0.1312
acc=43.3333, pre=47.1296, rec=43.5417, f1=0.4470, kap=0.1237
acc=43.3333, pre=46.8799, rec=44.1667, f1=0.4527, kap=0.1319
acc=42.5000, pre=45.4298, rec=43.3333, f1=0.4420, kap=0.1184
acc=42.5000, pre=45.9436, rec=42.6389, f1=0.4384, kap=0.1154
acc=41.6667, pre=44.6936, rec=41.9444, f1=0.4299, kap=0.1041
acc=42.5000, pre=45.3874, rec=42.9861, f1=0.4394, kap=0.1176
acc=42.5000, pre=45.3874, rec=42.9861, f1=0.4394, kap=0.1176
acc=42.5000, pre=46.0030, rec=42.9861, f1=0.4414, kap=0.1161
acc=42.5000, pre=45.3874, rec=42.9861, f1=0.4394, kap=0.1176
acc=42.5000, pre=45.3874, rec=42.9861, f1=0.4394, kap=0.1176
acc=43.3333, pre=46.0809, rec=44.0278, f1=0.4488, kap=0.1319
acc=42.5000, pre=45.4715, rec=43.3333, f1=0.4424, kap=0.1199
acc=42.5000, pre=46.0030, rec=42.9861, f1=0.4414, kap=0.1161
acc=43.3333, pre=46.0809, rec=44.0278, f1=0.4488, kap=0.1319
acc=43.3333, pre=46.6061, rec=43.6806, f1=0.4477, kap=0.1282
acc=44.1667, pre=46.6762, rec=44.7222, f1=0.4550, kap=0.1432
acc=44.1667, pre=46.6876, rec=44.7222, f1=0.4552, kap=0.1440
acc=44.1667, pre=46.6762, rec=44.7222, f1=0.4550, kap=0.1432
acc=43.3333, pre=46.6061, rec=43.6806, f1=0.4477, kap=0.1282
acc=43.3333, pre=46.6061, rec=43.6806, f1=0.4477, kap=0.1282
acc=42.5000, pre=45.9177, rec=42.6389, f1=0.4381, kap=0.1146
acc=42.5000, pre=46.0030, rec=42.9861, f1=0.4414, kap=0.1161
acc=43.3333, pre=46.6061, rec=43.6806, f1=0.4477, kap=0.1282
acc=45.0000, pre=47.9107, rec=45.7639, f1=0.4663, kap=0.1560
acc=44.1667, pre=47.2745, rec=44.7222, f1=0.4572, kap=0.1425
acc=44.1667, pre=47.2745, rec=44.7222, f1=0.4572, kap=0.1425
acc=44.1667, pre=47.2745, rec=44.7222, f1=0.4572, kap=0.1425
acc=44.1667, pre=47.2745, rec=44.7222, f1=0.4572, kap=0.1425
acc=44.1667, pre=46.9188, rec=44.8611, f1=0.4572, kap=0.1454
acc=44.1667, pre=47.2745, rec=44.7222, f1=0.4572, kap=0.1425
acc=44.1667, pre=47.2727, rec=44.7222, f1=0.4570, kap=0.1418
acc=45.0000, pre=48.1114, rec=45.5556, f1=0.4657, kap=0.1560
acc=45.0000, pre=48.1114, rec=45.5556, f1=0.4657, kap=0.1560
acc=44.1667, pre=47.2727, rec=44.7222, f1=0.4570, kap=0.1418
acc=44.1667, pre=46.6876, rec=44.7222, f1=0.4552, kap=0.1440
acc=44.1667, pre=47.4969, rec=44.8611, f1=0.4593, kap=0.1440
acc=45.0000, pre=48.1114, rec=45.5556, f1=0.4657, kap=0.1560
acc=45.0000, pre=48.1114, rec=45.5556, f1=0.4657, kap=0.1560
acc=45.0000, pre=48.1114, rec=45.5556, f1=0.4657, kap=0.1560
acc=45.0000, pre=48.1078, rec=45.5556, f1=0.4656, kap=0.1553
acc=45.0000, pre=48.1114, rec=45.5556, f1=0.4657, kap=0.1560
acc=45.0000, pre=48.1114, rec=45.5556, f1=0.4657, kap=0.1560
acc=45.0000, pre=48.1114, rec=45.5556, f1=0.4657, kap=0.1560
acc=45.0000, pre=47.5349, rec=45.5556, f1=0.4637, kap=0.1574
