acc=46.6667, pre=15.5556, rec=33.3333, f1=0.2121, kap=0.0000
acc=47.5000, pre=37.8917, rec=34.8214, f1=0.2500, kap=0.0248
acc=26.6667, pre=8.8889, rec=33.3333, f1=0.1404, kap=0.0000
acc=27.5000, pre=19.0796, rec=31.2500, f1=0.1934, kap=-0.0432
acc=30.0000, pre=21.0321, rec=28.5714, f1=0.2324, kap=-0.0797
acc=25.8333, pre=18.3575, rec=25.1488, f1=0.2016, kap=-0.1352
acc=29.1667, pre=26.6074, rec=25.7440, f1=0.2562, kap=-0.1364
acc=24.1667, pre=20.7071, rec=20.8333, f1=0.2063, kap=-0.2069
acc=30.0000, pre=25.0882, rec=25.8929, f1=0.2510, kap=-0.1413
acc=30.8333, pre=30.3086, rec=30.0595, f1=0.3011, kap=-0.0921
acc=31.6667, pre=30.6801, rec=31.1012, f1=0.3063, kap=-0.0594
acc=33.3333, pre=32.4904, rec=34.5238, f1=0.3242, kap=0.0000
acc=36.6667, pre=36.3866, rec=36.4583, f1=0.3618, kap=0.0181
acc=31.6667, pre=29.7816, rec=30.2083, f1=0.2981, kap=-0.0594
acc=30.0000, pre=25.8820, rec=28.5714, f1=0.2681, kap=-0.0966
acc=20.0000, pre=16.4960, rec=21.4286, f1=0.1768, kap=-0.2121
acc=25.0000, pre=20.6404, rec=24.1071, f1=0.2170, kap=-0.1811
acc=30.0000, pre=23.9767, rec=27.2321, f1=0.2494, kap=-0.1260
acc=27.5000, pre=22.4153, rec=25.4464, f1=0.2337, kap=-0.1299
acc=35.8333, pre=32.9375, rec=34.0774, f1=0.3232, kap=0.0052
acc=45.0000, pre=43.3358, rec=46.8750, f1=0.4311, kap=0.1729
acc=26.6667, pre=26.4310, rec=29.3155, f1=0.2657, kap=-0.0811
acc=34.1667, pre=33.9767, rec=34.6726, f1=0.3370, kap=0.0000
acc=38.3333, pre=37.5066, rec=36.7560, f1=0.3618, kap=0.0339
acc=43.3333, pre=43.8079, rec=41.2202, f1=0.4168, kap=0.0957
acc=45.8333, pre=45.1720, rec=45.2381, f1=0.4509, kap=0.1536
acc=45.0000, pre=41.0532, rec=39.7321, f1=0.3807, kap=0.1008
acc=29.1667, pre=28.5694, rec=29.7619, f1=0.2742, kap=-0.0925
acc=29.1667, pre=27.2642, rec=29.7619, f1=0.2771, kap=-0.0925
acc=24.1667, pre=23.1650, rec=25.7440, f1=0.2322, kap=-0.1519
acc=33.3333, pre=33.6597, rec=34.5238, f1=0.3321, kap=-0.0101
acc=42.5000, pre=43.1175, rec=41.5179, f1=0.4109, kap=0.1016
acc=40.8333, pre=41.2269, rec=41.2202, f1=0.4051, kap=0.0921
acc=44.1667, pre=44.3795, rec=44.0476, f1=0.4404, kap=0.1321
acc=44.1667, pre=43.0877, rec=43.6012, f1=0.4326, kap=0.1388
acc=48.3333, pre=47.2390, rec=47.4702, f1=0.4720, kap=0.2051
acc=45.0000, pre=41.0697, rec=41.5179, f1=0.4095, kap=0.1339
acc=34.1667, pre=33.0837, rec=33.7798, f1=0.3285, kap=-0.0102
acc=32.5000, pre=31.7413, rec=30.8036, f1=0.3093, kap=-0.0385
acc=33.3333, pre=33.4074, rec=32.2917, f1=0.3239, kap=-0.0256
acc=40.8333, pre=39.5039, rec=39.4345, f1=0.3937, kap=0.0803
acc=44.1667, pre=42.6773, rec=42.2619, f1=0.4243, kap=0.1207
acc=32.5000, pre=32.1403, rec=35.7143, f1=0.3267, kap=-0.0025
acc=25.0000, pre=25.1314, rec=25.4464, f1=0.2463, kap=-0.1194
acc=18.3333, pre=14.4788, rec=19.3452, f1=0.1616, kap=-0.2468
acc=27.5000, pre=22.2727, rec=26.3393, f1=0.2397, kap=-0.1299
acc=31.6667, pre=25.8798, rec=32.4405, f1=0.2800, kap=-0.0540
acc=28.3333, pre=22.2604, rec=27.8274, f1=0.2456, kap=-0.1227
acc=31.6667, pre=24.3773, rec=28.8690, f1=0.2643, kap=-0.1022
