acc=26.6667, pre=8.8889, rec=33.3333, f1=0.1404, kap=0.0000
acc=35.0000, pre=24.6042, rec=40.4167, f1=0.2888, kap=0.0874
acc=39.1667, pre=26.9139, rec=44.1667, f1=0.3276, kap=0.1385
acc=40.0000, pre=26.8449, rec=44.5833, f1=0.3331, kap=0.1449
acc=38.3333, pre=25.3825, rec=42.2917, f1=0.3172, kap=0.1141
acc=39.1667, pre=25.9674, rec=43.3333, f1=0.3247, kap=0.1275
acc=35.8333, pre=24.3638, rec=38.9583, f1=0.2994, kap=0.0700
acc=38.3333, pre=39.6113, rec=40.9028, f1=0.3466, kap=0.1012
acc=40.0000, pre=40.1902, rec=40.2083, f1=0.3778, kap=0.1052
acc=39.1667, pre=39.6104, rec=39.8611, f1=0.3690, kap=0.0965
acc=38.3333, pre=38.0533, rec=39.0278, f1=0.3632, kap=0.0834
acc=35.8333, pre=37.3461, rec=36.1111, f1=0.3356, kap=0.0462
acc=36.6667, pre=37.6858, rec=37.1528, f1=0.3461, kap=0.0586
acc=39.1667, pre=41.6630, rec=39.8611, f1=0.3687, kap=0.0988
acc=37.5000, pre=34.9782, rec=37.1528, f1=0.3298, kap=0.0609
acc=40.8333, pre=42.0532, rec=41.0417, f1=0.3839, kap=0.1176
acc=45.0000, pre=45.8306, rec=45.6944, f1=0.4315, kap=0.1798
acc=50.0000, pre=52.4960, rec=50.2778, f1=0.4795, kap=0.2519
acc=47.5000, pre=48.2104, rec=46.7361, f1=0.4530, kap=0.2138
acc=53.3333, pre=56.4103, rec=53.0556, f1=0.5149, kap=0.3029
acc=50.8333, pre=48.5533, rec=49.1667, f1=0.4781, kap=0.2519
acc=49.1667, pre=52.7584, rec=49.6528, f1=0.4762, kap=0.2444
acc=48.3333, pre=46.3630, rec=46.9444, f1=0.4574, kap=0.2185
acc=46.6667, pre=47.8989, rec=45.9722, f1=0.4368, kap=0.2007
acc=42.5000, pre=38.6142, rec=40.2778, f1=0.3901, kap=0.1258
acc=41.6667, pre=43.8411, rec=42.2222, f1=0.4083, kap=0.1386
acc=41.6667, pre=39.3586, rec=39.4444, f1=0.3876, kap=0.1199
acc=43.3333, pre=37.9935, rec=41.1806, f1=0.3810, kap=0.1349
acc=46.6667, pre=47.9860, rec=46.6667, f1=0.4421, kap=0.2066
acc=43.3333, pre=45.9482, rec=44.0278, f1=0.4193, kap=0.1646
acc=51.6667, pre=46.3175, rec=48.6806, f1=0.4699, kap=0.2570
acc=41.6667, pre=41.4178, rec=41.8056, f1=0.3871, kap=0.1372
acc=46.6667, pre=46.4286, rec=46.1806, f1=0.4457, kap=0.2053
acc=45.0000, pre=42.6246, rec=44.2361, f1=0.4210, kap=0.1757
acc=46.6667, pre=43.1878, rec=45.2778, f1=0.4327, kap=0.1946
acc=43.3333, pre=42.7557, rec=43.6806, f1=0.3994, kap=0.1577
acc=38.3333, pre=38.9283, rec=38.3333, f1=0.3666, kap=0.0879
acc=44.1667, pre=42.2222, rec=43.4028, f1=0.4120, kap=0.1625
acc=42.5000, pre=41.5284, rec=42.1528, f1=0.3928, kap=0.1439
acc=40.0000, pre=39.3472, rec=39.6528, f1=0.3772, kap=0.1082
acc=47.5000, pre=48.7454, rec=47.3611, f1=0.4535, kap=0.2209
acc=46.6667, pre=44.4310, rec=45.8333, f1=0.4415, kap=0.1980
acc=46.6667, pre=46.3090, rec=46.1806, f1=0.4424, kap=0.2020
acc=41.6667, pre=41.2137, rec=42.0833, f1=0.3979, kap=0.1351
acc=45.8333, pre=48.1972, rec=46.6667, f1=0.4506, kap=0.2015
acc=45.0000, pre=45.9655, rec=45.1389, f1=0.4281, kap=0.1845
acc=48.3333, pre=45.7639, rec=47.0139, f1=0.4505, kap=0.2205
acc=45.0000, pre=45.5314, rec=44.9306, f1=0.4209, kap=0.1771
acc=49.1667, pre=47.1545, rec=48.1944, f1=0.4599, kap=0.2343
acc=52.5000, pre=51.0714, rec=51.8056, f1=0.4978, kap=0.2851
acc=47.5000, pre=50.1299, rec=48.6111, f1=0.4586, kap=0.2279
acc=47.5000, pre=47.0930, rec=47.3611, f1=0.4526, kap=0.2177
acc=47.5000, pre=50.2554, rec=48.1250, f1=0.4609, kap=0.2248
acc=49.1667, pre=45.7714, rec=47.5000, f1=0.4531, kap=0.2317
acc=54.1667, pre=53.0486, rec=53.3333, f1=0.5277, kap=0.3108
acc=43.3333, pre=42.6294, rec=43.5417, f1=0.4048, kap=0.1584
acc=51.6667, pre=50.2408, rec=50.7639, f1=0.5024, kap=0.2714
acc=48.3333, pre=47.7095, rec=47.9861, f1=0.4513, kap=0.2244
acc=52.5000, pre=53.4717, rec=52.9861, f1=0.5169, kap=0.2951
acc=43.3333, pre=43.4993, rec=44.0972, f1=0.4086, kap=0.1612
acc=47.5000, pre=48.2494, rec=47.7083, f1=0.4530, kap=0.2197
acc=47.5000, pre=46.9060, rec=47.2222, f1=0.4534, kap=0.2145
acc=49.1667, pre=47.9478, rec=48.4722, f1=0.4731, kap=0.2369
acc=48.3333, pre=47.4355, rec=48.1250, f1=0.4668, kap=0.2263
acc=50.0000, pre=49.0945, rec=49.6528, f1=0.4822, kap=0.2512
acc=51.6667, pre=50.7619, rec=51.2500, f1=0.5029, kap=0.2750
acc=50.8333, pre=49.9623, rec=50.2083, f1=0.4920, kap=0.2625
acc=49.1667, pre=48.5069, rec=48.8194, f1=0.4757, kap=0.2394
acc=48.3333, pre=47.7149, rec=48.1250, f1=0.4665, kap=0.2269
acc=50.8333, pre=50.7316, rec=50.9028, f1=0.4961, kap=0.2662
acc=51.6667, pre=52.0693, rec=51.7361, f1=0.5029, kap=0.2798
acc=48.3333, pre=47.7149, rec=48.1250, f1=0.4665, kap=0.2269
acc=50.0000, pre=49.6296, rec=50.0000, f1=0.4843, kap=0.2537
acc=50.0000, pre=49.6296, rec=50.0000, f1=0.4843, kap=0.2537
acc=49.1667, pre=48.7049, rec=49.1667, f1=0.4774, kap=0.2407
acc=49.1667, pre=48.7049, rec=49.1667, f1=0.4774, kap=0.2407
acc=49.1667, pre=48.7049, rec=49.1667, f1=0.4774, kap=0.2407
acc=47.5000, pre=47.2783, rec=47.4306, f1=0.4580, kap=0.2164
acc=46.6667, pre=46.4829, rec=46.7361, f1=0.4491, kap=0.2046
acc=50.0000, pre=49.3779, rec=49.4444, f1=0.4770, kap=0.2506
acc=50.0000, pre=50.5686, rec=50.3472, f1=0.4847, kap=0.2556
acc=49.1667, pre=49.9669, rec=49.5139, f1=0.4784, kap=0.2444
acc=49.1667, pre=49.9669, rec=49.5139, f1=0.4784, kap=0.2444
acc=46.6667, pre=46.7233, rec=46.3889, f1=0.4470, kap=0.2033
acc=48.3333, pre=49.0578, rec=48.4722, f1=0.4681, kap=0.2308
acc=47.5000, pre=48.0159, rec=47.6389, f1=0.4612, kap=0.2177
acc=48.3333, pre=49.0578, rec=48.4722, f1=0.4681, kap=0.2308
