acc=31.6667, pre=21.5087, rec=31.6667, f1=0.2497, kap=-0.0250
acc=31.6667, pre=21.1406, rec=31.6667, f1=0.2506, kap=-0.0250
acc=31.6667, pre=21.0370, rec=31.6667, f1=0.2489, kap=-0.0250
acc=30.8333, pre=20.5053, rec=30.8333, f1=0.2430, kap=-0.0375
acc=31.6667, pre=20.9150, rec=31.6667, f1=0.2506, kap=-0.0250
acc=33.3333, pre=22.1308, rec=33.3333, f1=0.2625, kap=0.0000
acc=34.1667, pre=22.8833, rec=34.1667, f1=0.2686, kap=0.0125
acc=34.1667, pre=23.4560, rec=34.1667, f1=0.2676, kap=0.0125
acc=34.1667, pre=23.1481, rec=34.1667, f1=0.2646, kap=0.0125
acc=35.0000, pre=23.6155, rec=35.0000, f1=0.2671, kap=0.0250
acc=35.0000, pre=22.9630, rec=35.0000, f1=0.2593, kap=0.0250
acc=38.3333, pre=26.1286, rec=38.3333, f1=0.2954, kap=0.0750
acc=36.6667, pre=56.9625, rec=36.6667, f1=0.3120, kap=0.0500
acc=40.8333, pre=54.2979, rec=40.8333, f1=0.3734, kap=0.1125
acc=47.5000, pre=60.4718, rec=47.5000, f1=0.4528, kap=0.2125
acc=45.0000, pre=57.9032, rec=45.0000, f1=0.4363, kap=0.1750
acc=58.3333, pre=66.0126, rec=58.3333, f1=0.5886, kap=0.3750
acc=60.8333, pre=67.9101, rec=60.8333, f1=0.6163, kap=0.4125
acc=63.3333, pre=68.5865, rec=63.3333, f1=0.6424, kap=0.4500
acc=66.6667, pre=69.9246, rec=66.6667, f1=0.6743, kap=0.5000
acc=67.5000, pre=71.4539, rec=67.5000, f1=0.6847, kap=0.5125
acc=65.0000, pre=69.0616, rec=65.0000, f1=0.6585, kap=0.4750
acc=67.5000, pre=69.9842, rec=67.5000, f1=0.6812, kap=0.5125
acc=65.8333, pre=69.4318, rec=65.8333, f1=0.6660, kap=0.4875
acc=67.5000, pre=71.4468, rec=67.5000, f1=0.6847, kap=0.5125
acc=70.0000, pre=72.8177, rec=70.0000, f1=0.7068, kap=0.5500
acc=70.8333, pre=71.7065, rec=70.8333, f1=0.7086, kap=0.5625
acc=70.0000, pre=72.2502, rec=70.0000, f1=0.7055, kap=0.5500
acc=69.1667, pre=68.9472, rec=69.1667, f1=0.6878, kap=0.5375
acc=73.3333, pre=74.3439, rec=73.3333, f1=0.7365, kap=0.6000
acc=75.8333, pre=76.6244, rec=75.8333, f1=0.7613, kap=0.6375
acc=69.1667, pre=69.2943, rec=69.1667, f1=0.6862, kap=0.5375
acc=74.1667, pre=74.9283, rec=74.1667, f1=0.7429, kap=0.6125
