acc=30.0000, pre=17.5202, rec=30.0000, f1=0.1877, kap=-0.0500
acc=25.8333, pre=26.6192, rec=25.8333, f1=0.2188, kap=-0.1125
acc=35.8333, pre=40.8607, rec=35.8333, f1=0.3737, kap=0.0375
acc=33.3333, pre=47.8595, rec=33.3333, f1=0.3395, kap=0.0000
acc=47.5000, pre=54.5339, rec=47.5000, f1=0.4556, kap=0.2125
acc=50.0000, pre=49.9854, rec=50.0000, f1=0.4670, kap=0.2500
acc=51.6667, pre=55.0061, rec=51.6667, f1=0.5205, kap=0.2750
acc=47.5000, pre=45.2357, rec=47.5000, f1=0.4471, kap=0.2125
acc=49.1667, pre=50.1936, rec=49.1667, f1=0.4626, kap=0.2375
acc=59.1667, pre=60.2719, rec=59.1667, f1=0.5835, kap=0.3875
acc=55.8333, pre=57.4853, rec=55.8333, f1=0.5510, kap=0.3375
acc=56.6667, pre=57.2837, rec=56.6667, f1=0.5595, kap=0.3500
acc=50.8333, pre=50.7740, rec=50.8333, f1=0.5054, kap=0.2625
acc=56.6667, pre=55.9964, rec=56.6667, f1=0.5618, kap=0.3500
acc=51.6667, pre=51.5130, rec=51.6667, f1=0.5119, kap=0.2750
acc=53.3333, pre=54.0274, rec=53.3333, f1=0.5286, kap=0.3000
acc=55.8333, pre=55.4546, rec=55.8333, f1=0.5530, kap=0.3375
acc=53.3333, pre=52.8821, rec=53.3333, f1=0.5294, kap=0.3000
acc=52.5000, pre=53.7037, rec=52.5000, f1=0.5223, kap=0.2875
acc=52.5000, pre=52.6639, rec=52.5000, f1=0.5208, kap=0.2875
acc=52.5000, pre=52.6018, rec=52.5000, f1=0.5200, kap=0.2875
acc=52.5000, pre=52.8694, rec=52.5000, f1=0.5203, kap=0.2875
acc=52.5000, pre=53.3013, rec=52.5000, f1=0.5217, kap=0.2875
acc=52.5000, pre=52.8694, rec=52.5000, f1=0.5203, kap=0.2875
acc=52.5000, pre=53.3013, rec=52.5000, f1=0.5217, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.4101, rec=52.5000, f1=0.5215, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=52.5000, pre=53.0526, rec=52.5000, f1=0.5210, kap=0.2875
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.6724, rec=51.6667, f1=0.5145, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.6724, rec=51.6667, f1=0.5145, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.6724, rec=51.6667, f1=0.5145, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.6724, rec=51.6667, f1=0.5145, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.3148, rec=51.6667, f1=0.5139, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.6724, rec=51.6667, f1=0.5145, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
acc=51.6667, pre=52.0103, rec=51.6667, f1=0.5135, kap=0.2750
