acc=28.3333, pre=42.3729, rec=34.5238, f1=0.1652, kap=0.0183
acc=34.1667, pre=43.6489, rec=37.3512, f1=0.2996, kap=0.0728
acc=41.6667, pre=48.1203, rec=43.1548, f1=0.4250, kap=0.1294
acc=46.6667, pre=57.9861, rec=49.8512, f1=0.4783, kap=0.2157
acc=55.0000, pre=64.0678, rec=58.0357, f1=0.5576, kap=0.3333
acc=60.8333, pre=69.6346, rec=60.8631, f1=0.5935, kap=0.4005
acc=65.0000, pre=71.3308, rec=62.9464, f1=0.6259, kap=0.4444
acc=59.1667, pre=59.1582, rec=58.7798, f1=0.5837, kap=0.3718
acc=55.0000, pre=62.0510, rec=56.2500, f1=0.5468, kap=0.3250
acc=60.8333, pre=65.7161, rec=62.6488, f1=0.6128, kap=0.4081
acc=65.0000, pre=66.7832, rec=64.2857, f1=0.6410, kap=0.4588
acc=65.0000, pre=70.4823, rec=65.6250, f1=0.6505, kap=0.4643
acc=60.8333, pre=68.3234, rec=62.6488, f1=0.6168, kap=0.4095
acc=61.6667, pre=69.2918, rec=64.1369, f1=0.6243, kap=0.4250
acc=61.6667, pre=70.4036, rec=63.2440, f1=0.6221, kap=0.4207
acc=64.1667, pre=69.8534, rec=64.5833, f1=0.6427, kap=0.4515
acc=62.5000, pre=70.4903, rec=63.3929, f1=0.6281, kap=0.4289
acc=59.1667, pre=68.3129, rec=61.9048, f1=0.5993, kap=0.3921
acc=60.8333, pre=69.6331, rec=63.5417, f1=0.6174, kap=0.4169
acc=59.1667, pre=69.3667, rec=61.4583, f1=0.6017, kap=0.3890
acc=60.0000, pre=69.8249, rec=62.0536, f1=0.6085, kap=0.4000
acc=60.0000, pre=69.8249, rec=62.0536, f1=0.6085, kap=0.4000
acc=59.1667, pre=69.8383, rec=61.9048, f1=0.6017, kap=0.3921
acc=58.3333, pre=68.9029, rec=60.8631, f1=0.5947, kap=0.3781
acc=59.1667, pre=69.3667, rec=61.4583, f1=0.6017, kap=0.3890
acc=59.1667, pre=69.3667, rec=61.4583, f1=0.6017, kap=0.3890
acc=59.1667, pre=69.3667, rec=61.4583, f1=0.6017, kap=0.3890
acc=58.3333, pre=68.9029, rec=60.8631, f1=0.5947, kap=0.3781
acc=59.1667, pre=69.3667, rec=61.4583, f1=0.6017, kap=0.3890
acc=58.3333, pre=68.9029, rec=60.8631, f1=0.5947, kap=0.3781
acc=58.3333, pre=68.9029, rec=60.8631, f1=0.5947, kap=0.3781
acc=59.1667, pre=69.3667, rec=61.4583, f1=0.6017, kap=0.3890
acc=58.3333, pre=69.3332, rec=60.8631, f1=0.5949, kap=0.3797
acc=57.5000, pre=68.8795, rec=60.2679, f1=0.5879, kap=0.3688
acc=59.1667, pre=69.3667, rec=61.4583, f1=0.6017, kap=0.3890
acc=60.0000, pre=70.1054, rec=62.5000, f1=0.6127, kap=0.4030
acc=57.5000, pre=68.8795, rec=60.2679, f1=0.5879, kap=0.3688
acc=58.3333, pre=68.9029, rec=60.8631, f1=0.5947, kap=0.3781
acc=58.3333, pre=68.9029, rec=60.8631, f1=0.5947, kap=0.3781
acc=59.1667, pre=69.6520, rec=61.9048, f1=0.6058, kap=0.3921
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=60.0000, pre=70.1054, rec=62.5000, f1=0.6127, kap=0.4030
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=58.3333, pre=69.6762, rec=61.3095, f1=0.5990, kap=0.3827
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=56.6667, pre=68.4174, rec=59.6726, f1=0.5808, kap=0.3580
acc=57.5000, pre=68.8795, rec=60.2679, f1=0.5879, kap=0.3688
acc=57.5000, pre=68.8795, rec=60.2679, f1=0.5879, kap=0.3688
acc=58.3333, pre=69.3332, rec=60.8631, f1=0.5949, kap=0.3797
acc=57.5000, pre=68.8795, rec=60.2679, f1=0.5879, kap=0.3688
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=58.3333, pre=69.6762, rec=61.3095, f1=0.5990, kap=0.3827
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=59.1667, pre=69.6520, rec=61.9048, f1=0.6058, kap=0.3921
acc=58.3333, pre=69.6762, rec=61.3095, f1=0.5990, kap=0.3827
acc=57.5000, pre=68.8795, rec=60.2679, f1=0.5879, kap=0.3688
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
acc=57.5000, pre=69.2266, rec=60.7143, f1=0.5919, kap=0.3719
