acc=33.3333, pre=11.2045, rec=33.3333, f1=0.1677, kap=-0.0000
acc=33.3333, pre=11.2994, rec=33.3333, f1=0.1688, kap=0.0000
acc=33.3333, pre=29.2361, rec=33.3333, f1=0.2804, kap=0.0000
acc=37.5000, pre=29.0123, rec=37.5000, f1=0.2468, kap=0.0625
acc=39.1667, pre=48.3627, rec=39.1667, f1=0.3560, kap=0.0875
acc=36.6667, pre=37.3968, rec=36.6667, f1=0.2745, kap=0.0500
acc=38.3333, pre=39.6353, rec=38.3333, f1=0.3702, kap=0.0750
acc=37.5000, pre=43.8260, rec=37.5000, f1=0.3688, kap=0.0625
acc=38.3333, pre=38.3394, rec=38.3333, f1=0.3517, kap=0.0750
acc=35.8333, pre=37.7803, rec=35.8333, f1=0.2857, kap=0.0375
acc=38.3333, pre=39.7812, rec=38.3333, f1=0.3588, kap=0.0750
acc=41.6667, pre=50.2764, rec=41.6667, f1=0.3799, kap=0.1250
acc=37.5000, pre=38.1250, rec=37.5000, f1=0.3231, kap=0.0625
acc=35.0000, pre=35.3294, rec=35.0000, f1=0.3500, kap=0.0250
acc=38.3333, pre=34.9675, rec=38.3333, f1=0.3198, kap=0.0750
acc=40.0000, pre=43.4730, rec=40.0000, f1=0.3293, kap=0.1000
acc=40.0000, pre=41.5399, rec=40.0000, f1=0.3792, kap=0.1000
acc=40.0000, pre=40.7291, rec=40.0000, f1=0.3822, kap=0.1000
acc=41.6667, pre=40.6518, rec=41.6667, f1=0.3791, kap=0.1250
acc=41.6667, pre=42.0498, rec=41.6667, f1=0.3853, kap=0.1250
acc=45.8333, pre=50.3415, rec=45.8333, f1=0.4275, kap=0.1875
acc=35.8333, pre=34.3970, rec=35.8333, f1=0.2927, kap=0.0375
acc=39.1667, pre=39.7623, rec=39.1667, f1=0.3481, kap=0.0875
acc=40.0000, pre=38.6014, rec=40.0000, f1=0.3734, kap=0.1000
acc=37.5000, pre=35.0714, rec=37.5000, f1=0.3415, kap=0.0625
acc=40.8333, pre=40.5199, rec=40.8333, f1=0.3842, kap=0.1125
acc=39.1667, pre=33.1648, rec=39.1667, f1=0.3433, kap=0.0875
acc=37.5000, pre=34.2577, rec=37.5000, f1=0.3374, kap=0.0625
acc=40.8333, pre=41.5810, rec=40.8333, f1=0.3846, kap=0.1125
acc=34.1667, pre=31.1356, rec=34.1667, f1=0.2921, kap=0.0125
acc=40.8333, pre=38.1203, rec=40.8333, f1=0.3729, kap=0.1125
acc=35.8333, pre=30.2973, rec=35.8333, f1=0.3027, kap=0.0375
acc=37.5000, pre=34.3007, rec=37.5000, f1=0.3297, kap=0.0625
acc=36.6667, pre=34.2511, rec=36.6667, f1=0.3322, kap=0.0500
acc=37.5000, pre=35.1770, rec=37.5000, f1=0.3399, kap=0.0625
acc=35.8333, pre=33.9383, rec=35.8333, f1=0.3225, kap=0.0375
acc=36.6667, pre=34.1615, rec=36.6667, f1=0.3321, kap=0.0500
acc=35.8333, pre=32.4510, rec=35.8333, f1=0.3164, kap=0.0375
acc=35.8333, pre=31.4305, rec=35.8333, f1=0.3104, kap=0.0375
acc=42.5000, pre=41.2185, rec=42.5000, f1=0.3914, kap=0.1375
acc=37.5000, pre=34.0850, rec=37.5000, f1=0.3278, kap=0.0625
acc=35.8333, pre=33.8261, rec=35.8333, f1=0.3146, kap=0.0375
acc=34.1667, pre=24.0389, rec=34.1667, f1=0.2793, kap=0.0125
acc=42.5000, pre=40.1184, rec=42.5000, f1=0.3882, kap=0.1375
acc=36.6667, pre=30.7497, rec=36.6667, f1=0.3142, kap=0.0500
acc=34.1667, pre=28.3836, rec=34.1667, f1=0.2906, kap=0.0125
acc=35.0000, pre=30.9339, rec=35.0000, f1=0.3125, kap=0.0250
acc=36.6667, pre=29.3492, rec=36.6667, f1=0.3068, kap=0.0500
acc=34.1667, pre=30.3382, rec=34.1667, f1=0.3006, kap=0.0125
acc=38.3333, pre=35.4873, rec=38.3333, f1=0.3333, kap=0.0750
acc=30.8333, pre=22.3841, rec=30.8333, f1=0.2431, kap=-0.0375
acc=38.3333, pre=35.0794, rec=38.3333, f1=0.3398, kap=0.0750
acc=33.3333, pre=28.3147, rec=33.3333, f1=0.2795, kap=0.0000
acc=33.3333, pre=29.2511, rec=33.3333, f1=0.2924, kap=0.0000
acc=32.5000, pre=24.4012, rec=32.5000, f1=0.2573, kap=-0.0125
acc=35.8333, pre=30.3835, rec=35.8333, f1=0.3079, kap=0.0375
acc=35.0000, pre=27.8516, rec=35.0000, f1=0.2869, kap=0.0250
acc=36.6667, pre=31.6743, rec=36.6667, f1=0.3153, kap=0.0500
acc=31.6667, pre=24.4335, rec=31.6667, f1=0.2571, kap=-0.0250
acc=33.3333, pre=29.7395, rec=33.3333, f1=0.2941, kap=0.0000
acc=33.3333, pre=30.0606, rec=33.3333, f1=0.2927, kap=0.0000
acc=35.0000, pre=30.6667, rec=35.0000, f1=0.2997, kap=0.0250
acc=35.0000, pre=29.0388, rec=35.0000, f1=0.2915, kap=0.0250
