acc=26.6667, pre=8.9636, rec=33.3333, f1=0.1413, kap=-0.0008
acc=20.8333, pre=10.3698, rec=25.8333, f1=0.1265, kap=-0.0886
acc=25.8333, pre=17.7792, rec=30.0000, f1=0.2110, kap=-0.0413
acc=35.8333, pre=24.1815, rec=39.7917, f1=0.2986, kap=0.0862
acc=37.5000, pre=25.1576, rec=41.4583, f1=0.3116, kap=0.1086
acc=38.3333, pre=25.9673, rec=42.2917, f1=0.3194, kap=0.1218
acc=40.0000, pre=26.9563, rec=44.1667, f1=0.3328, kap=0.1449
acc=42.5000, pre=61.0169, rec=46.3889, f1=0.3685, kap=0.1766
acc=44.1667, pre=55.9387, rec=47.6389, f1=0.4043, kap=0.1973
acc=45.8333, pre=53.8276, rec=48.7500, f1=0.4407, kap=0.2175
acc=45.8333, pre=49.0233, rec=48.4028, f1=0.4446, kap=0.2118
acc=40.8333, pre=40.2402, rec=41.1111, f1=0.4051, kap=0.1110
acc=46.6667, pre=49.4971, rec=48.8194, f1=0.4662, kap=0.2208
acc=46.6667, pre=46.0991, rec=48.0556, f1=0.4633, kap=0.2060
acc=51.6667, pre=50.8885, rec=52.1528, f1=0.5132, kap=0.2701
acc=55.8333, pre=55.8065, rec=56.0417, f1=0.5542, kap=0.3274
acc=55.0000, pre=54.4108, rec=54.9306, f1=0.5464, kap=0.3182
acc=59.1667, pre=58.3186, rec=57.8472, f1=0.5801, kap=0.3755
acc=62.5000, pre=61.4815, rec=62.0833, f1=0.6166, kap=0.4304
acc=59.1667, pre=64.0716, rec=59.5139, f1=0.5858, kap=0.3771
acc=55.8333, pre=64.7137, rec=53.8194, f1=0.5182, kap=0.3111
acc=54.1667, pre=63.2428, rec=53.2639, f1=0.5155, kap=0.2912
acc=58.3333, pre=69.9145, rec=56.5278, f1=0.5467, kap=0.3512
acc=55.0000, pre=63.8889, rec=54.5139, f1=0.5366, kap=0.3059
acc=62.5000, pre=72.7273, rec=60.5556, f1=0.5991, kap=0.4156
acc=58.3333, pre=68.8521, rec=57.5694, f1=0.5661, kap=0.3562
acc=57.5000, pre=65.5466, rec=57.0139, f1=0.5545, kap=0.3456
acc=57.5000, pre=65.4060, rec=57.7778, f1=0.5711, kap=0.3489
acc=55.8333, pre=65.6221, rec=56.5278, f1=0.5547, kap=0.3246
acc=55.8333, pre=66.5949, rec=55.6250, f1=0.5399, kap=0.3205
acc=54.1667, pre=65.1038, rec=54.2361, f1=0.5235, kap=0.2961
acc=52.5000, pre=63.7729, rec=52.7083, f1=0.5097, kap=0.2705
acc=56.6667, pre=67.3182, rec=56.3194, f1=0.5480, kap=0.3328
acc=57.5000, pre=68.0291, rec=57.0139, f1=0.5561, kap=0.3450
acc=52.5000, pre=63.7729, rec=52.7083, f1=0.5097, kap=0.2705
acc=59.1667, pre=58.4560, rec=57.8472, f1=0.5708, kap=0.3713
acc=56.6667, pre=56.6541, rec=55.7639, f1=0.5472, kap=0.3339
acc=60.0000, pre=59.7352, rec=58.5417, f1=0.5785, kap=0.3830
acc=54.1667, pre=63.1787, rec=53.8194, f1=0.5287, kap=0.2937
acc=60.8333, pre=63.5294, rec=59.0278, f1=0.5816, kap=0.3922
acc=62.5000, pre=62.4023, rec=62.0139, f1=0.6157, kap=0.4265
acc=64.1667, pre=63.7566, rec=64.8611, f1=0.6414, kap=0.4598
acc=60.8333, pre=70.3546, rec=60.2083, f1=0.6010, kap=0.3954
acc=60.8333, pre=63.1648, rec=60.4167, f1=0.5988, kap=0.3990
acc=58.3333, pre=67.9563, rec=58.4722, f1=0.5818, kap=0.3601
acc=57.5000, pre=69.7806, rec=55.3472, f1=0.5328, kap=0.3359
acc=63.3333, pre=63.9495, rec=61.5278, f1=0.6144, kap=0.4325
acc=60.0000, pre=59.9865, rec=58.4028, f1=0.5797, kap=0.3820
acc=61.6667, pre=61.0642, rec=61.6667, f1=0.6094, kap=0.4167
acc=63.3333, pre=65.3968, rec=63.3333, f1=0.6278, kap=0.4393
