acc=46.6667, pre=48.0000, rec=80.0000, f1=0.6000, kap=-0.0667
acc=30.0000, pre=30.6452, rec=31.6667, f1=0.3115, kap=-0.4000
acc=36.6667, pre=31.8182, rec=23.3333, f1=0.2692, kap=-0.2667
acc=15.8333, pre=0.0000, rec=0.0000, f1=0.0000, kap=-0.6833
acc=20.8333, pre=18.1818, rec=16.6667, f1=0.1739, kap=-0.5833
acc=31.6667, pre=28.0000, rec=23.3333, f1=0.2545, kap=-0.3667
acc=36.6667, pre=34.0000, rec=28.3333, f1=0.3091, kap=-0.2667
acc=35.8333, pre=33.3333, rec=28.3333, f1=0.3063, kap=-0.2833
acc=39.1667, pre=36.1702, rec=28.3333, f1=0.3178, kap=-0.2167
acc=36.6667, pre=33.3333, rec=26.6667, f1=0.2963, kap=-0.2667
acc=36.6667, pre=32.6087, rec=25.0000, f1=0.2830, kap=-0.2667
acc=37.5000, pre=32.5581, rec=23.3333, f1=0.2718, kap=-0.2500
acc=37.5000, pre=33.3333, rec=25.0000, f1=0.2857, kap=-0.2500
acc=35.0000, pre=31.2500, rec=25.0000, f1=0.2778, kap=-0.3000
acc=37.5000, pre=32.5581, rec=23.3333, f1=0.2718, kap=-0.2500
acc=39.1667, pre=36.1702, rec=28.3333, f1=0.3178, kap=-0.2167
acc=37.5000, pre=33.3333, rec=25.0000, f1=0.2857, kap=-0.2500
acc=39.1667, pre=34.8837, rec=25.0000, f1=0.2913, kap=-0.2167
acc=39.1667, pre=34.8837, rec=25.0000, f1=0.2913, kap=-0.2167
acc=36.6667, pre=32.6087, rec=25.0000, f1=0.2830, kap=-0.2667
acc=39.1667, pre=34.8837, rec=25.0000, f1=0.2913, kap=-0.2167
acc=38.3333, pre=34.0909, rec=25.0000, f1=0.2885, kap=-0.2333
acc=38.3333, pre=35.4167, rec=28.3333, f1=0.3148, kap=-0.2333
acc=39.1667, pre=34.8837, rec=25.0000, f1=0.2913, kap=-0.2167
acc=40.0000, pre=35.7143, rec=25.0000, f1=0.2941, kap=-0.2000
acc=40.8333, pre=38.2979, rec=30.0000, f1=0.3364, kap=-0.1833
acc=37.5000, pre=33.3333, rec=25.0000, f1=0.2857, kap=-0.2500
acc=40.8333, pre=35.8974, rec=23.3333, f1=0.2828, kap=-0.1833
acc=38.3333, pre=34.0909, rec=25.0000, f1=0.2885, kap=-0.2333
acc=39.1667, pre=34.8837, rec=25.0000, f1=0.2913, kap=-0.2167
acc=38.3333, pre=34.0909, rec=25.0000, f1=0.2885, kap=-0.2333
acc=38.3333, pre=34.7826, rec=26.6667, f1=0.3019, kap=-0.2333
acc=39.1667, pre=34.8837, rec=25.0000, f1=0.2913, kap=-0.2167
acc=42.5000, pre=40.0000, rec=30.0000, f1=0.3429, kap=-0.1500
acc=40.0000, pre=38.0000, rec=31.6667, f1=0.3455, kap=-0.2000
acc=40.0000, pre=36.9565, rec=28.3333, f1=0.3208, kap=-0.2000
acc=38.3333, pre=34.7826, rec=26.6667, f1=0.3019, kap=-0.2333
acc=40.0000, pre=37.5000, rec=30.0000, f1=0.3333, kap=-0.2000
acc=40.8333, pre=38.2979, rec=30.0000, f1=0.3364, kap=-0.1833
acc=39.1667, pre=34.8837, rec=25.0000, f1=0.2913, kap=-0.2167
acc=40.8333, pre=38.7755, rec=31.6667, f1=0.3486, kap=-0.1833
acc=40.8333, pre=36.5854, rec=25.0000, f1=0.2970, kap=-0.1833
acc=40.8333, pre=37.7778, rec=28.3333, f1=0.3238, kap=-0.1833
