acc=20.8333, pre=14.7619, rec=20.8333, f1=0.1674, kap=-0.1680
acc=28.3333, pre=24.2011, rec=30.2083, f1=0.2329, kap=-0.0222
acc=31.6667, pre=30.7190, rec=35.4167, f1=0.2506, kap=0.0421
acc=34.1667, pre=35.8730, rec=38.5417, f1=0.2681, kap=0.0814
acc=35.0000, pre=38.0054, rec=39.5833, f1=0.2740, kap=0.0944
acc=36.6667, pre=43.2099, rec=41.6667, f1=0.2857, kap=0.1204
acc=45.0000, pre=77.5510, rec=48.8889, f1=0.3919, kap=0.2254
acc=51.6667, pre=73.6472, rec=54.6528, f1=0.4856, kap=0.3112
acc=58.3333, pre=71.7629, rec=59.7222, f1=0.5645, kap=0.3952
acc=58.3333, pre=71.7629, rec=59.7222, f1=0.5645, kap=0.3952
acc=61.6667, pre=73.8725, rec=63.0556, f1=0.6098, kap=0.4417
acc=61.6667, pre=72.9575, rec=62.7083, f1=0.6086, kap=0.4399
acc=62.5000, pre=73.5387, rec=63.6806, f1=0.6228, kap=0.4521
acc=65.0000, pre=74.6181, rec=66.0417, f1=0.6494, kap=0.4870
acc=66.6667, pre=73.7851, rec=67.0833, f1=0.6610, kap=0.5086
acc=64.1667, pre=72.2797, rec=65.0000, f1=0.6399, kap=0.4735
acc=65.8333, pre=73.0569, rec=66.5278, f1=0.6563, kap=0.4967
acc=69.1667, pre=75.1406, rec=69.5833, f1=0.6894, kap=0.5443
acc=70.8333, pre=74.3460, rec=71.1111, f1=0.7031, kap=0.5672
acc=73.3333, pre=75.9444, rec=73.6111, f1=0.7298, kap=0.6033
acc=76.6667, pre=77.7008, rec=76.8056, f1=0.7623, kap=0.6509
acc=77.5000, pre=78.2124, rec=77.5000, f1=0.7695, kap=0.6628
acc=79.1667, pre=79.3283, rec=78.6806, f1=0.7839, kap=0.6862
acc=78.3333, pre=78.6111, rec=78.1944, f1=0.7778, kap=0.6728
acc=76.6667, pre=75.9984, rec=75.4167, f1=0.7553, kap=0.6438
acc=80.8333, pre=80.7101, rec=79.0278, f1=0.7943, kap=0.7054
acc=80.8333, pre=80.3419, rec=79.8611, f1=0.7998, kap=0.7076
acc=75.8333, pre=75.3569, rec=75.5556, f1=0.7542, kap=0.6332
acc=79.1667, pre=79.1779, rec=79.2361, f1=0.7878, kap=0.6846
acc=81.6667, pre=81.9250, rec=81.3194, f1=0.8117, kap=0.7208
acc=74.1667, pre=75.2070, rec=74.7222, f1=0.7343, kap=0.6125
acc=77.5000, pre=77.4074, rec=78.1944, f1=0.7734, kap=0.6611
acc=76.6667, pre=78.1481, rec=76.9444, f1=0.7590, kap=0.6491
acc=79.1667, pre=78.9395, rec=79.5139, f1=0.7850, kap=0.6851
acc=62.5000, pre=74.5421, rec=65.4167, f1=0.6304, kap=0.4583
acc=65.0000, pre=70.2081, rec=67.7083, f1=0.6513, kap=0.4882
acc=75.8333, pre=76.1393, rec=77.0139, f1=0.7566, kap=0.6384
acc=64.1667, pre=72.7110, rec=66.7361, f1=0.6457, kap=0.4790
acc=70.8333, pre=72.8263, rec=72.4306, f1=0.7061, kap=0.5679
acc=72.5000, pre=74.1723, rec=74.3750, f1=0.7257, kap=0.5919
acc=60.8333, pre=71.9640, rec=64.0278, f1=0.6104, kap=0.4346
acc=75.0000, pre=75.9295, rec=76.3194, f1=0.7491, kap=0.6266
acc=63.3333, pre=69.6230, rec=65.9722, f1=0.6323, kap=0.4639
acc=64.1667, pre=71.8810, rec=66.5278, f1=0.6404, kap=0.4773
acc=50.8333, pre=70.0516, rec=55.0694, f1=0.5015, kap=0.3026
acc=61.6667, pre=69.4725, rec=64.5833, f1=0.6164, kap=0.4431
acc=65.0000, pre=70.9293, rec=67.8472, f1=0.6492, kap=0.4874
acc=60.8333, pre=71.5983, rec=64.1667, f1=0.6106, kap=0.4346
acc=64.1667, pre=74.4166, rec=66.7361, f1=0.6478, kap=0.4803
acc=65.0000, pre=69.3548, rec=67.5694, f1=0.6511, kap=0.4866
acc=73.3333, pre=73.9031, rec=75.0694, f1=0.7342, kap=0.6020
acc=66.6667, pre=72.2084, rec=68.6806, f1=0.6676, kap=0.5098
acc=59.1667, pre=70.9978, rec=61.9444, f1=0.5972, kap=0.4106
acc=54.1667, pre=70.5128, rec=58.1944, f1=0.5404, kap=0.3463
acc=71.6667, pre=72.5944, rec=73.5417, f1=0.7169, kap=0.5785
acc=76.6667, pre=76.9251, rec=77.8472, f1=0.7659, kap=0.6503
acc=77.5000, pre=77.5609, rec=78.6806, f1=0.7756, kap=0.6619
acc=67.5000, pre=71.0960, rec=69.5833, f1=0.6720, kap=0.5197
acc=62.5000, pre=69.0438, rec=65.2778, f1=0.6240, kap=0.4530
acc=55.8333, pre=68.1557, rec=58.9583, f1=0.5438, kap=0.3609
acc=63.3333, pre=71.4330, rec=66.1111, f1=0.6359, kap=0.4652
acc=64.1667, pre=70.9563, rec=66.8056, f1=0.6426, kap=0.4760
acc=63.3333, pre=68.3333, rec=66.0417, f1=0.6343, kap=0.4634
acc=60.8333, pre=66.9982, rec=63.9583, f1=0.6087, kap=0.4301
acc=60.8333, pre=65.6934, rec=63.8194, f1=0.6074, kap=0.4282
acc=61.6667, pre=67.9877, rec=64.7222, f1=0.6164, kap=0.4413
acc=62.5000, pre=67.2364, rec=65.5556, f1=0.6242, kap=0.4517
acc=62.5000, pre=67.2364, rec=65.5556, f1=0.6242, kap=0.4517
acc=62.5000, pre=67.8532, rec=65.5556, f1=0.6245, kap=0.4526
acc=60.8333, pre=66.9925, rec=64.1667, f1=0.6070, kap=0.4305
acc=61.6667, pre=66.7640, rec=64.8611, f1=0.6153, kap=0.4408
acc=62.5000, pre=67.8532, rec=65.5556, f1=0.6245, kap=0.4526
acc=62.5000, pre=67.3151, rec=65.6944, f1=0.6240, kap=0.4526
acc=63.3333, pre=67.8571, rec=66.5278, f1=0.6326, kap=0.4643
acc=63.3333, pre=68.3475, rec=66.2500, f1=0.6327, kap=0.4639
acc=62.5000, pre=66.6852, rec=65.6944, f1=0.6238, kap=0.4517
acc=61.6667, pre=66.7640, rec=64.8611, f1=0.6153, kap=0.4408
acc=62.5000, pre=67.3151, rec=65.6944, f1=0.6240, kap=0.4526
acc=62.5000, pre=67.9544, rec=65.5556, f1=0.6240, kap=0.4530
acc=62.5000, pre=66.6667, rec=65.5556, f1=0.6235, kap=0.4512
acc=63.3333, pre=67.2359, rec=66.3889, f1=0.6323, kap=0.4630
acc=61.6667, pre=66.7640, rec=64.8611, f1=0.6153, kap=0.4408
acc=61.6667, pre=67.4780, rec=64.8611, f1=0.6156, kap=0.4417
acc=61.6667, pre=71.2539, rec=64.8611, f1=0.6181, kap=0.4453
acc=62.5000, pre=67.2747, rec=65.5556, f1=0.6237, kap=0.4521
acc=62.5000, pre=67.8532, rec=65.5556, f1=0.6245, kap=0.4526
acc=62.5000, pre=67.2364, rec=65.5556, f1=0.6242, kap=0.4517
acc=62.5000, pre=66.6667, rec=65.5556, f1=0.6235, kap=0.4512
acc=63.3333, pre=68.3475, rec=66.2500, f1=0.6327, kap=0.4639
acc=64.1667, pre=68.3859, rec=67.2222, f1=0.6411, kap=0.4756
acc=62.5000, pre=67.2747, rec=65.5556, f1=0.6237, kap=0.4521
acc=63.3333, pre=67.2359, rec=66.3889, f1=0.6323, kap=0.4630
acc=63.3333, pre=67.8346, rec=66.3889, f1=0.6325, kap=0.4639
acc=62.5000, pre=67.2747, rec=65.5556, f1=0.6237, kap=0.4521
acc=61.6667, pre=67.4780, rec=64.8611, f1=0.6156, kap=0.4417
acc=61.6667, pre=69.1624, rec=64.8611, f1=0.6166, kap=0.4435
acc=61.6667, pre=67.4780, rec=64.8611, f1=0.6156, kap=0.4417
acc=62.5000, pre=67.9544, rec=65.5556, f1=0.6240, kap=0.4530
acc=61.6667, pre=67.4780, rec=64.8611, f1=0.6156, kap=0.4417
acc=63.3333, pre=67.8346, rec=66.3889, f1=0.6325, kap=0.4639
