acc=25.8333, pre=18.7987, rec=25.8333, f1=0.2041, kap=-0.1125
acc=32.5000, pre=42.4017, rec=32.5000, f1=0.3125, kap=-0.0125
acc=34.1667, pre=40.1717, rec=34.1667, f1=0.3406, kap=0.0125
acc=34.1667, pre=37.5093, rec=34.1667, f1=0.3412, kap=0.0125
acc=34.1667, pre=36.2610, rec=34.1667, f1=0.3388, kap=0.0125
acc=35.0000, pre=38.7406, rec=35.0000, f1=0.3549, kap=0.0250
acc=36.6667, pre=38.4352, rec=36.6667, f1=0.3725, kap=0.0500
acc=38.3333, pre=40.9888, rec=38.3333, f1=0.3899, kap=0.0750
acc=38.3333, pre=40.9444, rec=38.3333, f1=0.3911, kap=0.0750
acc=36.6667, pre=41.5939, rec=36.6667, f1=0.3630, kap=0.0500
acc=40.8333, pre=42.7576, rec=40.8333, f1=0.4114, kap=0.1125
acc=45.0000, pre=47.0797, rec=45.0000, f1=0.4529, kap=0.1750
acc=44.1667, pre=49.2409, rec=44.1667, f1=0.4488, kap=0.1625
acc=42.5000, pre=45.7898, rec=42.5000, f1=0.4323, kap=0.1375
acc=42.5000, pre=45.1929, rec=42.5000, f1=0.4314, kap=0.1375
acc=45.8333, pre=47.9077, rec=45.8333, f1=0.4630, kap=0.1875
acc=42.5000, pre=46.5081, rec=42.5000, f1=0.4318, kap=0.1375
acc=41.6667, pre=43.2621, rec=41.6667, f1=0.4205, kap=0.1250
acc=40.0000, pre=42.1908, rec=40.0000, f1=0.4070, kap=0.1000
acc=40.0000, pre=42.7350, rec=40.0000, f1=0.4078, kap=0.1000
acc=39.1667, pre=44.2831, rec=39.1667, f1=0.3972, kap=0.0875
acc=38.3333, pre=39.4217, rec=38.3333, f1=0.3863, kap=0.0750
acc=35.0000, pre=38.7877, rec=35.0000, f1=0.3555, kap=0.0250
acc=38.3333, pre=43.3468, rec=38.3333, f1=0.3856, kap=0.0750
acc=35.8333, pre=39.5906, rec=35.8333, f1=0.3647, kap=0.0375
acc=40.8333, pre=41.6402, rec=40.8333, f1=0.4111, kap=0.1125
acc=38.3333, pre=39.5293, rec=38.3333, f1=0.3870, kap=0.0750
acc=41.6667, pre=45.4226, rec=41.6667, f1=0.4237, kap=0.1250
acc=40.0000, pre=44.1512, rec=40.0000, f1=0.4079, kap=0.1000
acc=36.6667, pre=39.8160, rec=36.6667, f1=0.3739, kap=0.0500
acc=42.5000, pre=45.4396, rec=42.5000, f1=0.4312, kap=0.1375
acc=39.1667, pre=43.4935, rec=39.1667, f1=0.3988, kap=0.0875
acc=40.0000, pre=42.9502, rec=40.0000, f1=0.4081, kap=0.1000
acc=41.6667, pre=44.7802, rec=41.6667, f1=0.4215, kap=0.1250
