acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=26.6667, pre=18.9792, rec=32.5000, f1=0.1846, kap=-0.0099
acc=30.8333, pre=24.3352, rec=36.4583, f1=0.2460, kap=0.0408
acc=35.0000, pre=23.2804, rec=39.7917, f1=0.2920, kap=0.0736
acc=34.1667, pre=22.7748, rec=38.5417, f1=0.2852, kap=0.0603
acc=31.6667, pre=31.2169, rec=31.6667, f1=0.3137, kap=-0.0302
acc=35.0000, pre=24.0000, rec=40.0000, f1=0.2907, kap=0.0824
acc=38.3333, pre=25.7015, rec=42.9167, f1=0.3215, kap=0.1148
acc=40.8333, pre=27.3810, rec=45.8333, f1=0.3403, kap=0.1574
acc=44.1667, pre=42.4948, rec=47.8472, f1=0.3830, kap=0.1908
acc=49.1667, pre=58.5784, rec=54.1667, f1=0.4391, kap=0.2761
acc=50.8333, pre=49.4975, rec=52.5694, f1=0.5018, kap=0.2686
acc=48.3333, pre=47.1856, rec=49.6528, f1=0.4760, kap=0.2314
acc=49.1667, pre=47.9102, rec=49.7917, f1=0.4868, kap=0.2311
acc=45.8333, pre=46.1664, rec=45.4167, f1=0.4568, kap=0.1695
acc=47.5000, pre=46.3494, rec=48.2639, f1=0.4715, kap=0.2079
acc=51.6667, pre=51.8141, rec=53.8194, f1=0.5088, kap=0.2886
acc=50.0000, pre=47.9167, rec=50.4167, f1=0.4886, kap=0.2450
acc=56.6667, pre=68.4524, rec=61.6667, f1=0.5412, kap=0.3810
acc=48.3333, pre=48.6192, rec=49.8611, f1=0.4870, kap=0.2295
acc=45.8333, pre=43.1728, rec=45.2778, f1=0.4397, kap=0.1765
acc=58.3333, pre=66.8864, rec=62.8472, f1=0.5634, kap=0.4010
acc=56.6667, pre=56.5672, rec=60.0000, f1=0.5564, kap=0.3653
acc=55.0000, pre=56.5891, rec=58.3333, f1=0.5387, kap=0.3441
acc=54.1667, pre=55.6321, rec=56.7361, f1=0.5418, kap=0.3271
acc=57.5000, pre=62.9293, rec=61.2500, f1=0.5594, kap=0.3850
acc=48.3333, pre=46.8685, rec=50.0000, f1=0.4774, kap=0.2301
acc=44.1667, pre=44.2413, rec=42.8472, f1=0.4340, kap=0.1440
acc=49.1667, pre=48.0767, rec=51.5972, f1=0.4882, kap=0.2469
acc=45.0000, pre=45.2189, rec=45.9028, f1=0.4505, kap=0.1805
acc=46.6667, pre=45.4745, rec=48.6111, f1=0.4580, kap=0.2125
acc=49.1667, pre=47.5694, rec=50.4861, f1=0.4821, kap=0.2425
acc=45.8333, pre=44.5744, rec=46.5278, f1=0.4478, kap=0.1935
acc=48.3333, pre=48.1481, rec=50.4167, f1=0.4583, kap=0.2439
acc=45.8333, pre=44.2879, rec=48.2639, f1=0.4417, kap=0.2060
acc=50.8333, pre=55.1345, rec=54.1667, f1=0.4878, kap=0.2892
acc=50.0000, pre=53.0932, rec=53.3333, f1=0.4900, kap=0.2771
acc=44.1667, pre=44.7393, rec=45.7639, f1=0.4430, kap=0.1742
acc=49.1667, pre=47.8264, rec=50.6944, f1=0.4843, kap=0.2432
acc=46.6667, pre=45.2165, rec=48.6111, f1=0.4555, kap=0.2125
acc=50.0000, pre=49.0431, rec=50.6944, f1=0.4955, kap=0.2500
acc=45.8333, pre=44.0744, rec=46.1806, f1=0.4475, kap=0.1868
acc=45.8333, pre=45.0635, rec=48.1250, f1=0.4529, kap=0.2021
acc=45.8333, pre=42.8968, rec=48.0556, f1=0.4375, kap=0.1982
acc=45.0000, pre=44.2262, rec=46.8750, f1=0.4458, kap=0.1872
acc=47.5000, pre=45.7703, rec=48.4028, f1=0.4658, kap=0.2145
acc=46.6667, pre=45.6361, rec=46.8750, f1=0.4612, kap=0.1967
acc=49.1667, pre=48.4360, rec=50.0000, f1=0.4882, kap=0.2394
acc=49.1667, pre=47.0093, rec=50.2778, f1=0.4787, kap=0.2394
acc=45.8333, pre=43.3951, rec=47.0139, f1=0.4413, kap=0.1915
acc=46.6667, pre=44.5276, rec=47.0139, f1=0.4528, kap=0.1993
acc=47.5000, pre=46.3608, rec=50.6944, f1=0.4538, kap=0.2361
acc=47.5000, pre=46.1910, rec=50.3472, f1=0.4534, kap=0.2317
acc=48.3333, pre=46.7955, rec=51.3889, f1=0.4659, kap=0.2445
acc=50.0000, pre=48.1993, rec=52.3611, f1=0.4808, kap=0.2623
acc=46.6667, pre=44.8718, rec=48.9583, f1=0.4544, kap=0.2138
acc=50.8333, pre=49.1617, rec=53.6111, f1=0.4936, kap=0.2764
acc=43.3333, pre=41.0682, rec=45.1389, f1=0.4130, kap=0.1646
acc=49.1667, pre=47.3918, rec=51.5278, f1=0.4788, kap=0.2500
acc=46.6667, pre=44.3124, rec=48.0556, f1=0.4527, kap=0.2040
acc=45.8333, pre=43.2244, rec=48.0556, f1=0.4397, kap=0.2015
acc=45.0000, pre=42.1342, rec=47.9167, f1=0.4258, kap=0.1958
acc=47.5000, pre=45.2387, rec=50.1389, f1=0.4534, kap=0.2286
acc=47.5000, pre=45.1675, rec=50.1389, f1=0.4530, kap=0.2279
acc=46.6667, pre=43.8459, rec=49.4444, f1=0.4423, kap=0.2170
acc=46.6667, pre=44.1358, rec=49.0972, f1=0.4452, kap=0.2144
acc=47.5000, pre=45.1279, rec=49.7917, f1=0.4563, kap=0.2241
acc=47.5000, pre=45.5079, rec=49.7917, f1=0.4563, kap=0.2267
acc=47.5000, pre=45.1751, rec=49.7917, f1=0.4567, kap=0.2248
acc=48.3333, pre=46.3054, rec=51.1806, f1=0.4610, kap=0.2421
acc=46.6667, pre=44.1358, rec=49.0972, f1=0.4452, kap=0.2144
acc=47.5000, pre=45.2387, rec=50.1389, f1=0.4534, kap=0.2286
acc=47.5000, pre=45.4191, rec=49.7917, f1=0.4559, kap=0.2260
acc=49.1667, pre=47.5507, rec=51.8750, f1=0.4716, kap=0.2531
acc=48.3333, pre=46.4666, rec=50.8333, f1=0.4638, kap=0.2396
acc=48.3333, pre=46.1767, rec=50.8333, f1=0.4646, kap=0.2383
acc=47.5000, pre=45.3255, rec=49.4444, f1=0.4584, kap=0.2222
acc=47.5000, pre=45.2387, rec=50.1389, f1=0.4534, kap=0.2286
acc=45.8333, pre=42.9453, rec=48.0556, f1=0.4381, kap=0.1995
acc=46.6667, pre=44.2107, rec=49.0972, f1=0.4456, kap=0.2150
acc=48.3333, pre=46.4666, rec=50.8333, f1=0.4638, kap=0.2396
acc=45.8333, pre=43.1331, rec=48.0556, f1=0.4372, kap=0.2008
acc=46.6667, pre=44.2107, rec=49.0972, f1=0.4456, kap=0.2150
acc=48.3333, pre=46.3054, rec=51.1806, f1=0.4610, kap=0.2421
acc=48.3333, pre=46.3054, rec=51.1806, f1=0.4610, kap=0.2421
acc=47.5000, pre=45.3576, rec=49.7917, f1=0.4555, kap=0.2254
acc=48.3333, pre=46.5168, rec=50.4861, f1=0.4656, kap=0.2365
acc=49.1667, pre=47.6236, rec=51.1806, f1=0.4756, kap=0.2475
acc=49.1667, pre=47.6979, rec=51.5278, f1=0.4744, kap=0.2512
acc=50.0000, pre=48.6833, rec=52.5694, f1=0.4817, kap=0.2623
acc=50.0000, pre=48.6833, rec=52.5694, f1=0.4817, kap=0.2623
acc=49.1667, pre=47.5793, rec=51.5278, f1=0.4736, kap=0.2488
acc=50.0000, pre=48.6681, rec=52.5694, f1=0.4817, kap=0.2629
acc=50.0000, pre=48.6681, rec=52.5694, f1=0.4817, kap=0.2629
acc=49.1667, pre=47.5663, rec=51.5278, f1=0.4736, kap=0.2494
acc=49.1667, pre=47.5663, rec=51.5278, f1=0.4736, kap=0.2494
acc=49.1667, pre=47.5663, rec=51.5278, f1=0.4736, kap=0.2494
acc=49.1667, pre=47.5820, rec=51.5278, f1=0.4738, kap=0.2500
acc=49.1667, pre=47.5820, rec=51.5278, f1=0.4738, kap=0.2500
acc=49.1667, pre=47.5820, rec=51.5278, f1=0.4738, kap=0.2500
