acc=55.0000, pre=53.4091, rec=78.3333, f1=0.6351, kap=0.1000
acc=38.3333, pre=29.4118, rec=16.6667, f1=0.2128, kap=-0.2333
acc=37.5000, pre=29.7297, rec=18.3333, f1=0.2268, kap=-0.2500
acc=56.6667, pre=58.6957, rec=45.0000, f1=0.5094, kap=0.1333
acc=57.5000, pre=58.1818, rec=53.3333, f1=0.5565, kap=0.1500
acc=61.6667, pre=66.6667, rec=46.6667, f1=0.5490, kap=0.2333
acc=66.6667, pre=68.5185, rec=61.6667, f1=0.6491, kap=0.3333
acc=44.1667, pre=41.0256, rec=26.6667, f1=0.3232, kap=-0.1167
acc=57.5000, pre=60.9756, rec=41.6667, f1=0.4950, kap=0.1500
acc=56.6667, pre=68.1818, rec=25.0000, f1=0.3659, kap=0.1333
acc=54.1667, pre=58.6207, rec=28.3333, f1=0.3820, kap=0.0833
acc=46.6667, pre=45.6522, rec=35.0000, f1=0.3962, kap=-0.0667
acc=55.0000, pre=55.3571, rec=51.6667, f1=0.5345, kap=0.1000
acc=50.8333, pre=50.9804, rec=43.3333, f1=0.4685, kap=0.0167
acc=56.6667, pre=57.6923, rec=50.0000, f1=0.5357, kap=0.1333
acc=50.0000, pre=50.0000, rec=23.3333, f1=0.3182, kap=0.0000
acc=50.0000, pre=50.0000, rec=26.6667, f1=0.3478, kap=0.0000
acc=50.0000, pre=50.0000, rec=53.3333, f1=0.5161, kap=0.0000
acc=45.8333, pre=44.1860, rec=31.6667, f1=0.3689, kap=-0.0833
acc=52.5000, pre=53.6585, rec=36.6667, f1=0.4356, kap=0.0500
acc=55.8333, pre=60.6061, rec=33.3333, f1=0.4301, kap=0.1167
acc=55.0000, pre=56.5217, rec=43.3333, f1=0.4906, kap=0.1000
acc=52.5000, pre=52.9412, rec=45.0000, f1=0.4865, kap=0.0500
acc=51.6667, pre=51.7857, rec=48.3333, f1=0.5000, kap=0.0333
acc=55.8333, pre=58.1395, rec=41.6667, f1=0.4854, kap=0.1167
