acc=35.0000, pre=29.9432, rec=35.0000, f1=0.3099, kap=0.0250
acc=47.5000, pre=49.8794, rec=47.5000, f1=0.4456, kap=0.2125
acc=45.8333, pre=46.0472, rec=45.8333, f1=0.4547, kap=0.1875
acc=51.6667, pre=51.5670, rec=51.6667, f1=0.5105, kap=0.2750
acc=50.0000, pre=49.7752, rec=50.0000, f1=0.4886, kap=0.2500
acc=45.0000, pre=44.5988, rec=45.0000, f1=0.4416, kap=0.1750
acc=44.1667, pre=47.3443, rec=44.1667, f1=0.4321, kap=0.1625
acc=45.8333, pre=47.2322, rec=45.8333, f1=0.4495, kap=0.1875
acc=49.1667, pre=51.3044, rec=49.1667, f1=0.4873, kap=0.2375
acc=50.0000, pre=50.9115, rec=50.0000, f1=0.4914, kap=0.2500
acc=49.1667, pre=50.8669, rec=49.1667, f1=0.4877, kap=0.2375
acc=47.5000, pre=47.7642, rec=47.5000, f1=0.4624, kap=0.2125
acc=45.8333, pre=46.8644, rec=45.8333, f1=0.4541, kap=0.1875
acc=45.8333, pre=46.3711, rec=45.8333, f1=0.4523, kap=0.1875
acc=45.8333, pre=45.8333, rec=45.8333, f1=0.4492, kap=0.1875
acc=45.0000, pre=45.2731, rec=45.0000, f1=0.4426, kap=0.1750
acc=46.6667, pre=46.2191, rec=46.6667, f1=0.4586, kap=0.2000
acc=46.6667, pre=46.5354, rec=46.6667, f1=0.4562, kap=0.2000
acc=45.8333, pre=45.9697, rec=45.8333, f1=0.4520, kap=0.1875
acc=47.5000, pre=47.9599, rec=47.5000, f1=0.4681, kap=0.2125
acc=50.8333, pre=52.7203, rec=50.8333, f1=0.5060, kap=0.2625
acc=48.3333, pre=49.5066, rec=48.3333, f1=0.4800, kap=0.2250
acc=51.6667, pre=52.1831, rec=51.6667, f1=0.5151, kap=0.2750
acc=44.1667, pre=44.2170, rec=44.1667, f1=0.4309, kap=0.1625
acc=46.6667, pre=47.3036, rec=46.6667, f1=0.4589, kap=0.2000
acc=45.0000, pre=45.5357, rec=45.0000, f1=0.4444, kap=0.1750
