acc=40.8333, pre=78.6787, rec=40.8333, f1=0.3040, kap=0.1125
acc=58.3333, pre=66.9201, rec=58.3333, f1=0.5716, kap=0.3750
acc=75.0000, pre=79.8033, rec=75.0000, f1=0.7343, kap=0.6250
acc=74.1667, pre=81.1640, rec=74.1667, f1=0.7244, kap=0.6125
acc=85.8333, pre=87.9365, rec=85.8333, f1=0.8616, kap=0.7875
acc=88.3333, pre=90.3714, rec=88.3333, f1=0.8803, kap=0.8250
acc=90.8333, pre=91.6796, rec=90.8333, f1=0.9074, kap=0.8625
acc=87.5000, pre=89.2069, rec=87.5000, f1=0.8751, kap=0.8125
acc=89.1667, pre=90.5556, rec=89.1667, f1=0.8921, kap=0.8375
acc=93.3333, pre=93.6472, rec=93.3333, f1=0.9336, kap=0.9000
acc=90.8333, pre=91.8129, rec=90.8333, f1=0.9085, kap=0.8625
acc=90.8333, pre=91.8129, rec=90.8333, f1=0.9085, kap=0.8625
acc=89.1667, pre=89.9074, rec=89.1667, f1=0.8930, kap=0.8375
acc=88.3333, pre=89.1473, rec=88.3333, f1=0.8846, kap=0.8250
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.8333, pre=91.4815, rec=90.8333, f1=0.9092, kap=0.8625
acc=89.1667, pre=89.9351, rec=89.1667, f1=0.8926, kap=0.8375
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=89.1667, pre=89.9351, rec=89.1667, f1=0.8926, kap=0.8375
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.0000, pre=90.9074, rec=90.0000, f1=0.9005, kap=0.8500
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.0000, pre=90.7498, rec=90.0000, f1=0.9006, kap=0.8500
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.8333, pre=91.5942, rec=90.8333, f1=0.9086, kap=0.8625
acc=90.0000, pre=90.8625, rec=90.0000, f1=0.9000, kap=0.8500
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.0000, pre=90.8625, rec=90.0000, f1=0.9000, kap=0.8500
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
acc=90.8333, pre=91.7021, rec=90.8333, f1=0.9079, kap=0.8625
