acc=28.3333, pre=28.5382, rec=32.9167, f1=0.2436, kap=-0.0118
acc=34.1667, pre=39.5062, rec=39.3056, f1=0.2990, kap=0.0706
acc=30.8333, pre=29.5710, rec=35.5556, f1=0.2684, kap=0.0205
acc=43.3333, pre=47.6396, rec=44.3056, f1=0.4407, kap=0.1667
acc=38.3333, pre=42.6548, rec=40.4861, f1=0.3539, kap=0.1120
acc=47.5000, pre=53.1250, rec=49.4444, f1=0.4763, kap=0.2354
acc=50.0000, pre=54.8406, rec=51.6667, f1=0.5016, kap=0.2683
acc=46.6667, pre=53.4002, rec=47.9167, f1=0.4554, kap=0.2195
acc=50.8333, pre=54.7321, rec=52.7083, f1=0.4978, kap=0.2805
acc=57.5000, pre=61.2620, rec=59.8611, f1=0.5751, kap=0.3770
acc=52.5000, pre=55.1203, rec=54.5833, f1=0.5146, kap=0.3026
acc=52.5000, pre=57.5341, rec=54.4444, f1=0.5127, kap=0.3043
acc=60.8333, pre=64.1515, rec=61.8750, f1=0.6035, kap=0.4198
acc=45.8333, pre=51.3617, rec=47.5694, f1=0.4471, kap=0.2099
acc=61.6667, pre=64.5750, rec=63.0556, f1=0.6132, kap=0.4316
acc=55.8333, pre=57.4229, rec=55.8333, f1=0.5511, kap=0.3386
acc=59.1667, pre=61.1587, rec=60.6250, f1=0.5888, kap=0.3956
acc=59.1667, pre=63.6111, rec=60.2778, f1=0.5788, kap=0.3975
acc=63.3333, pre=66.0256, rec=64.3750, f1=0.6316, kap=0.4554
acc=53.3333, pre=57.7484, rec=55.2778, f1=0.5236, kap=0.3171
acc=60.8333, pre=65.3525, rec=62.0833, f1=0.6023, kap=0.4202
acc=62.5000, pre=66.8764, rec=63.9583, f1=0.6200, kap=0.4454
acc=63.3333, pre=66.6492, rec=64.3750, f1=0.6323, kap=0.4559
acc=62.5000, pre=68.7908, rec=63.8194, f1=0.6189, kap=0.4458
acc=60.8333, pre=65.3945, rec=61.2500, f1=0.5979, kap=0.4164
acc=60.8333, pre=67.6190, rec=61.8056, f1=0.5979, kap=0.4212
acc=60.0000, pre=66.2754, rec=61.3194, f1=0.5873, kap=0.4108
acc=65.0000, pre=69.2967, rec=66.1806, f1=0.6450, kap=0.4806
acc=65.0000, pre=69.6825, rec=66.3194, f1=0.6477, kap=0.4819
acc=61.6667, pre=68.1563, rec=62.6389, f1=0.6083, kap=0.4330
acc=60.0000, pre=67.1887, rec=61.1111, f1=0.5910, kap=0.4098
acc=63.3333, pre=68.2540, rec=64.5833, f1=0.6326, kap=0.4572
acc=62.5000, pre=66.9031, rec=63.1944, f1=0.6237, kap=0.4421
acc=60.0000, pre=64.4419, rec=60.8333, f1=0.5966, kap=0.4064
acc=63.3333, pre=68.7456, rec=64.0972, f1=0.6303, kap=0.4554
acc=62.5000, pre=67.3521, rec=63.6111, f1=0.6201, kap=0.4440
acc=55.8333, pre=62.8844, rec=57.0139, f1=0.5472, kap=0.3500
acc=59.1667, pre=63.1612, rec=60.9722, f1=0.5905, kap=0.3990
acc=57.5000, pre=61.3588, rec=58.9583, f1=0.5713, kap=0.3735
acc=56.6667, pre=61.8732, rec=58.1944, f1=0.5570, kap=0.3627
acc=61.6667, pre=66.7135, rec=62.5000, f1=0.6170, kap=0.4316
acc=56.6667, pre=64.3753, rec=57.5000, f1=0.5580, kap=0.3601
acc=60.0000, pre=65.8072, rec=61.1806, f1=0.5984, kap=0.4089
acc=59.1667, pre=64.2681, rec=59.3056, f1=0.5857, kap=0.3921
acc=58.3333, pre=66.7357, rec=59.9306, f1=0.5741, kap=0.3888
acc=57.5000, pre=62.8706, rec=58.4028, f1=0.5749, kap=0.3714
acc=60.0000, pre=65.5895, rec=61.5972, f1=0.5932, kap=0.4113
acc=60.8333, pre=65.7648, rec=61.3194, f1=0.6065, kap=0.4178
acc=60.0000, pre=67.1623, rec=60.9028, f1=0.5942, kap=0.4094
acc=59.1667, pre=65.1675, rec=60.0000, f1=0.5883, kap=0.3961
acc=57.5000, pre=61.7759, rec=57.4306, f1=0.5674, kap=0.3688
acc=65.0000, pre=68.6802, rec=66.5972, f1=0.6500, kap=0.4828
acc=54.1667, pre=57.4269, rec=54.8611, f1=0.5357, kap=0.3232
acc=63.3333, pre=68.1325, rec=64.2361, f1=0.6321, kap=0.4563
acc=56.6667, pre=64.2621, rec=58.0556, f1=0.5555, kap=0.3643
acc=57.5000, pre=64.3731, rec=57.8472, f1=0.5635, kap=0.3693
acc=60.0000, pre=63.6615, rec=61.6667, f1=0.5981, kap=0.4103
acc=59.1667, pre=66.6327, rec=60.2778, f1=0.5803, kap=0.3980
acc=61.6667, pre=67.7980, rec=62.7083, f1=0.6163, kap=0.4326
acc=55.8333, pre=63.1506, rec=56.9444, f1=0.5543, kap=0.3500
acc=58.3333, pre=64.7101, rec=59.3056, f1=0.5813, kap=0.3847
acc=58.3333, pre=65.7143, rec=59.0278, f1=0.5760, kap=0.3842
acc=55.8333, pre=64.1720, rec=56.6667, f1=0.5479, kap=0.3494
acc=56.6667, pre=64.7445, rec=57.5000, f1=0.5587, kap=0.3612
acc=58.3333, pre=66.2186, rec=59.3750, f1=0.5770, kap=0.3863
acc=60.8333, pre=67.6957, rec=61.8750, f1=0.6071, kap=0.4217
acc=57.5000, pre=65.2828, rec=58.3333, f1=0.5692, kap=0.3730
acc=58.3333, pre=66.2186, rec=59.3750, f1=0.5770, kap=0.3863
acc=57.5000, pre=65.6785, rec=58.5417, f1=0.5665, kap=0.3745
acc=60.8333, pre=67.6609, rec=61.7361, f1=0.6042, kap=0.4212
acc=60.8333, pre=67.6609, rec=61.7361, f1=0.6042, kap=0.4212
acc=57.5000, pre=65.2828, rec=58.3333, f1=0.5692, kap=0.3730
acc=58.3333, pre=65.7143, rec=59.0278, f1=0.5760, kap=0.3842
acc=59.1667, pre=66.2829, rec=60.0000, f1=0.5894, kap=0.3966
acc=60.0000, pre=66.6695, rec=60.5556, f1=0.5930, kap=0.4074
acc=58.3333, pre=65.7143, rec=59.0278, f1=0.5760, kap=0.3842
acc=58.3333, pre=65.7938, rec=59.1667, f1=0.5794, kap=0.3847
acc=58.3333, pre=65.7938, rec=59.1667, f1=0.5794, kap=0.3847
acc=58.3333, pre=65.7143, rec=59.0278, f1=0.5760, kap=0.3842
acc=58.3333, pre=65.7143, rec=59.0278, f1=0.5760, kap=0.3842
acc=58.3333, pre=66.2186, rec=59.3750, f1=0.5770, kap=0.3863
acc=58.3333, pre=66.2186, rec=59.3750, f1=0.5770, kap=0.3863
acc=59.1667, pre=67.1754, rec=60.4167, f1=0.5848, kap=0.3995
acc=59.1667, pre=65.6593, rec=60.3472, f1=0.5892, kap=0.3980
acc=58.3333, pre=65.5110, rec=59.7222, f1=0.5768, kap=0.3878
acc=58.3333, pre=65.5110, rec=59.7222, f1=0.5768, kap=0.3878
acc=58.3333, pre=65.7938, rec=59.1667, f1=0.5794, kap=0.3847
acc=57.5000, pre=64.9062, rec=58.8889, f1=0.5663, kap=0.3760
acc=58.3333, pre=66.0951, rec=59.2361, f1=0.5733, kap=0.3857
acc=59.1667, pre=66.6422, rec=60.0694, f1=0.5838, kap=0.3975
acc=58.3333, pre=66.0951, rec=59.2361, f1=0.5733, kap=0.3857
acc=59.1667, pre=66.6422, rec=60.0694, f1=0.5838, kap=0.3975
acc=58.3333, pre=64.9770, rec=59.3750, f1=0.5760, kap=0.3857
acc=56.6667, pre=64.1047, rec=57.9861, f1=0.5620, kap=0.3633
acc=59.1667, pre=65.5556, rec=60.2083, f1=0.5862, kap=0.3975
acc=58.3333, pre=64.9770, rec=59.3750, f1=0.5760, kap=0.3857
acc=60.0000, pre=67.1623, rec=60.9028, f1=0.5942, kap=0.4094
acc=59.1667, pre=66.6422, rec=60.0694, f1=0.5838, kap=0.3975
acc=58.3333, pre=64.9770, rec=59.3750, f1=0.5760, kap=0.3857
acc=58.3333, pre=64.9770, rec=59.3750, f1=0.5760, kap=0.3857
