acc=17.5000, pre=10.1553, rec=21.8750, f1=0.1299, kap=-0.1250
acc=16.6667, pre=10.7976, rec=20.8333, f1=0.1353, kap=-0.1364
acc=20.0000, pre=14.1548, rec=25.0000, f1=0.1773, kap=-0.0909
acc=20.0000, pre=14.2222, rec=25.0000, f1=0.1787, kap=-0.0909
acc=19.1667, pre=13.5335, rec=23.9583, f1=0.1711, kap=-0.1023
acc=19.1667, pre=13.5335, rec=23.9583, f1=0.1711, kap=-0.1023
acc=19.1667, pre=13.5335, rec=23.9583, f1=0.1711, kap=-0.1023
acc=23.3333, pre=16.3810, rec=29.1667, f1=0.2085, kap=-0.0455
acc=21.6667, pre=15.3629, rec=27.0833, f1=0.1923, kap=-0.0682
acc=21.6667, pre=15.3629, rec=27.0833, f1=0.1923, kap=-0.0682
acc=20.8333, pre=15.0000, rec=26.0417, f1=0.1852, kap=-0.0795
acc=22.5000, pre=16.3004, rec=28.1250, f1=0.2020, kap=-0.0568
acc=21.6667, pre=15.5067, rec=27.0833, f1=0.1930, kap=-0.0682
acc=31.6667, pre=52.1346, rec=36.9048, f1=0.3049, kap=0.0553
acc=30.0000, pre=37.8069, rec=34.3750, f1=0.2891, kap=0.0187
acc=35.8333, pre=49.3440, rec=38.9881, f1=0.3547, kap=0.0962
acc=35.0000, pre=41.6296, rec=35.2679, f1=0.3502, kap=0.0602
acc=40.8333, pre=46.8186, rec=40.7738, f1=0.4027, kap=0.1404
acc=43.3333, pre=45.8474, rec=43.0060, f1=0.4216, kap=0.1646
acc=49.1667, pre=49.9567, rec=47.1726, f1=0.4651, kap=0.2298
acc=50.8333, pre=50.7213, rec=48.3631, f1=0.4768, kap=0.2474
acc=45.0000, pre=47.6758, rec=45.9821, f1=0.4431, kap=0.1932
acc=30.8333, pre=35.5774, rec=33.1845, f1=0.3215, kap=-0.0073
acc=40.8333, pre=44.9956, rec=42.1131, f1=0.4071, kap=0.1383
acc=51.6667, pre=52.0225, rec=51.6369, f1=0.5100, kap=0.2732
acc=40.8333, pre=41.8217, rec=40.7738, f1=0.4059, kap=0.1103
acc=45.8333, pre=45.4982, rec=45.2381, f1=0.4461, kap=0.1855
acc=39.1667, pre=40.2083, rec=39.1369, f1=0.3882, kap=0.0875
acc=47.5000, pre=46.5372, rec=45.9821, f1=0.4603, kap=0.1944
acc=35.0000, pre=37.1429, rec=35.7143, f1=0.3525, kap=0.0370
acc=46.6667, pre=43.8833, rec=45.8333, f1=0.4313, kap=0.1919
acc=47.5000, pre=45.3867, rec=46.4286, f1=0.4511, kap=0.2045
acc=45.0000, pre=42.8571, rec=42.8571, f1=0.4275, kap=0.1538
acc=45.8333, pre=45.1170, rec=44.7917, f1=0.4429, kap=0.1834
acc=45.0000, pre=44.7332, rec=42.8571, f1=0.4323, kap=0.1688
acc=52.5000, pre=49.0893, rec=47.7679, f1=0.4793, kap=0.2339
acc=31.6667, pre=35.9834, rec=33.3333, f1=0.3148, kap=0.0000
acc=42.5000, pre=46.8750, rec=43.7500, f1=0.4318, kap=0.1544
acc=45.8333, pre=46.8806, rec=45.6845, f1=0.4528, kap=0.1895
acc=46.6667, pre=45.6980, rec=45.3869, f1=0.4516, kap=0.1899
acc=40.8333, pre=44.0308, rec=41.2202, f1=0.4101, kap=0.1235
acc=50.8333, pre=49.0103, rec=49.2560, f1=0.4905, kap=0.2416
acc=41.6667, pre=41.4921, rec=40.9226, f1=0.4040, kap=0.1250
acc=43.3333, pre=44.4748, rec=42.5595, f1=0.4265, kap=0.1436
acc=42.5000, pre=44.2923, rec=42.4107, f1=0.4242, kap=0.1375
acc=41.6667, pre=44.5421, rec=41.8155, f1=0.4188, kap=0.1315
acc=47.5000, pre=43.0867, rec=44.6429, f1=0.4325, kap=0.1860
acc=49.1667, pre=44.7222, rec=45.8333, f1=0.4491, kap=0.2057
acc=44.1667, pre=41.8859, rec=41.8155, f1=0.4180, kap=0.1366
acc=41.6667, pre=43.4338, rec=40.9226, f1=0.4118, kap=0.1272
acc=43.3333, pre=47.4500, rec=43.4524, f1=0.4305, kap=0.1479
acc=35.8333, pre=36.7586, rec=34.9702, f1=0.3426, kap=0.0327
acc=45.8333, pre=47.9878, rec=44.3452, f1=0.4425, kap=0.1730
acc=43.3333, pre=42.5151, rec=42.1131, f1=0.4188, kap=0.1414
acc=40.8333, pre=41.2184, rec=39.8810, f1=0.3984, kap=0.1103
acc=40.8333, pre=39.6842, rec=37.6488, f1=0.3840, kap=0.0731
acc=37.5000, pre=38.8552, rec=37.0536, f1=0.3680, kap=0.0718
acc=43.3333, pre=43.8444, rec=41.2202, f1=0.4170, kap=0.1371
acc=42.5000, pre=42.3949, rec=41.0714, f1=0.4116, kap=0.1310
acc=45.8333, pre=43.2233, rec=43.0060, f1=0.4288, kap=0.1709
acc=44.1667, pre=44.4444, rec=42.2619, f1=0.4285, kap=0.1519
acc=45.0000, pre=45.9180, rec=43.7500, f1=0.4416, kap=0.1646
acc=45.0000, pre=45.5745, rec=43.3036, f1=0.4377, kap=0.1624
acc=45.0000, pre=45.1358, rec=42.8571, f1=0.4341, kap=0.1646
acc=43.3333, pre=43.6549, rec=41.6667, f1=0.4201, kap=0.1436
acc=44.1667, pre=44.6605, rec=42.7083, f1=0.4296, kap=0.1562
