acc=29.1667, pre=38.1163, rec=31.5476, f1=0.2797, kap=-0.0024
acc=40.0000, pre=43.1525, rec=37.9464, f1=0.3740, kap=0.0932
acc=54.1667, pre=56.4991, rec=51.1905, f1=0.5235, kap=0.2763
acc=51.6667, pre=53.0356, rec=52.0833, f1=0.5172, kap=0.2658
acc=51.6667, pre=53.3411, rec=50.2976, f1=0.5108, kap=0.2526
acc=56.6667, pre=56.5748, rec=56.5476, f1=0.5548, kap=0.3500
acc=55.8333, pre=54.2735, rec=54.6131, f1=0.5421, kap=0.3188
acc=55.8333, pre=52.7460, rec=52.8274, f1=0.5277, kap=0.3135
acc=55.0000, pre=52.2177, rec=51.3393, f1=0.5156, kap=0.2857
acc=55.0000, pre=52.4930, rec=52.6786, f1=0.5249, kap=0.3059
acc=55.0000, pre=52.6472, rec=52.2321, f1=0.5239, kap=0.2932
acc=56.6667, pre=54.1493, rec=54.3155, f1=0.5412, kap=0.3316
acc=55.8333, pre=54.3333, rec=54.6131, f1=0.5418, kap=0.3205
acc=57.5000, pre=56.0114, rec=55.8036, f1=0.5541, kap=0.3544
acc=61.6667, pre=60.2342, rec=60.5655, f1=0.5997, kap=0.4133
acc=58.3333, pre=56.8925, rec=57.2917, f1=0.5669, kap=0.3655
acc=56.6667, pre=56.0913, rec=56.1012, f1=0.5565, kap=0.3367
acc=58.3333, pre=57.3952, rec=57.7381, f1=0.5693, kap=0.3687
acc=59.1667, pre=57.5985, rec=57.8869, f1=0.5756, kap=0.3702
acc=60.0000, pre=61.0575, rec=60.7143, f1=0.5927, kap=0.4045
acc=61.6667, pre=60.2666, rec=61.0119, f1=0.6030, kap=0.4148
acc=56.6667, pre=54.1653, rec=54.3155, f1=0.5418, kap=0.3299
acc=55.8333, pre=55.7877, rec=55.9524, f1=0.5489, kap=0.3358
acc=60.0000, pre=59.0924, rec=59.8214, f1=0.5889, kap=0.3924
acc=61.6667, pre=61.1000, rec=61.4583, f1=0.6049, kap=0.4207
acc=55.8333, pre=56.0781, rec=55.9524, f1=0.5529, kap=0.3274
acc=63.3333, pre=62.0921, rec=62.6488, f1=0.6184, kap=0.4430
acc=60.0000, pre=58.8821, rec=59.3750, f1=0.5882, kap=0.3878
acc=63.3333, pre=62.3673, rec=63.0952, f1=0.6213, kap=0.4430
acc=53.3333, pre=54.0695, rec=54.1667, f1=0.5317, kap=0.2947
acc=61.6667, pre=61.0532, rec=61.9048, f1=0.6091, kap=0.4177
acc=60.0000, pre=58.8718, rec=58.9286, f1=0.5873, kap=0.3830
acc=62.5000, pre=61.9960, rec=62.5000, f1=0.6155, kap=0.4318
acc=60.8333, pre=59.4322, rec=59.5238, f1=0.5914, kap=0.3943
acc=60.8333, pre=59.8479, rec=60.4167, f1=0.5973, kap=0.4020
acc=57.5000, pre=55.2896, rec=55.3571, f1=0.5525, kap=0.3411
acc=58.3333, pre=57.1429, rec=57.2917, f1=0.5704, kap=0.3573
acc=57.5000, pre=57.1529, rec=57.5893, f1=0.5668, kap=0.3561
acc=59.1667, pre=58.1944, rec=58.7798, f1=0.5814, kap=0.3750
acc=61.6667, pre=60.9150, rec=61.4583, f1=0.6046, kap=0.4207
acc=58.3333, pre=56.9570, rec=57.2917, f1=0.5672, kap=0.3622
acc=55.8333, pre=55.0794, rec=55.5060, f1=0.5483, kap=0.3240
acc=58.3333, pre=57.7488, rec=57.7381, f1=0.5728, kap=0.3606
acc=60.8333, pre=60.6975, rec=61.3095, f1=0.6003, kap=0.4110
acc=56.6667, pre=55.5901, rec=55.2083, f1=0.5515, kap=0.3282
acc=56.6667, pre=57.0370, rec=56.9940, f1=0.5627, kap=0.3418
acc=58.3333, pre=57.1000, rec=57.2917, f1=0.5689, kap=0.3573
acc=59.1667, pre=58.3207, rec=58.3333, f1=0.5794, kap=0.3718
acc=58.3333, pre=57.4254, rec=57.7381, f1=0.5705, kap=0.3655
acc=61.6667, pre=60.5801, rec=61.4583, f1=0.6073, kap=0.4133
acc=58.3333, pre=57.4653, rec=57.7381, f1=0.5722, kap=0.3606
acc=62.5000, pre=62.0216, rec=62.5000, f1=0.6177, kap=0.4289
acc=61.6667, pre=60.7060, rec=60.5655, f1=0.6032, kap=0.4087
acc=64.1667, pre=63.0780, rec=63.2440, f1=0.6290, kap=0.4487
acc=61.6667, pre=60.7060, rec=60.5655, f1=0.6032, kap=0.4087
acc=60.8333, pre=60.1368, rec=59.9702, f1=0.5967, kap=0.3974
acc=61.6667, pre=61.1032, rec=61.4583, f1=0.6084, kap=0.4148
acc=59.1667, pre=58.2772, rec=57.8869, f1=0.5765, kap=0.3686
acc=59.1667, pre=58.4131, rec=58.7798, f1=0.5819, kap=0.3750
acc=60.8333, pre=59.5942, rec=59.9702, f1=0.5953, kap=0.3974
acc=60.0000, pre=59.2567, rec=59.3750, f1=0.5893, kap=0.3862
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=61.6667, pre=60.7060, rec=60.5655, f1=0.6032, kap=0.4087
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=61.6667, pre=60.7060, rec=60.5655, f1=0.6032, kap=0.4087
acc=61.6667, pre=60.7060, rec=60.5655, f1=0.6032, kap=0.4087
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.0000, pre=59.2567, rec=59.3750, f1=0.5893, kap=0.3862
acc=60.8333, pre=59.8333, rec=59.9702, f1=0.5959, kap=0.3974
acc=60.8333, pre=60.1828, rec=60.4167, f1=0.5989, kap=0.4005
acc=60.0000, pre=58.7222, rec=58.9286, f1=0.5851, kap=0.3846
acc=60.0000, pre=58.9030, rec=58.9286, f1=0.5860, kap=0.3830
acc=61.6667, pre=60.7532, rec=61.0119, f1=0.6056, kap=0.4118
acc=61.6667, pre=61.1032, rec=61.4583, f1=0.6084, kap=0.4148
acc=62.5000, pre=62.0216, rec=62.5000, f1=0.6177, kap=0.4289
acc=61.6667, pre=61.1032, rec=61.4583, f1=0.6084, kap=0.4148
acc=62.5000, pre=61.9525, rec=62.0536, f1=0.6159, kap=0.4260
acc=61.6667, pre=61.1032, rec=61.4583, f1=0.6084, kap=0.4148
acc=62.5000, pre=61.9525, rec=62.0536, f1=0.6159, kap=0.4260
acc=62.5000, pre=61.9525, rec=62.0536, f1=0.6159, kap=0.4260
acc=61.6667, pre=61.2206, rec=61.9048, f1=0.6101, kap=0.4177
acc=62.5000, pre=62.0216, rec=62.5000, f1=0.6177, kap=0.4289
acc=63.3333, pre=62.5088, rec=62.6488, f1=0.6225, kap=0.4373
acc=62.5000, pre=61.6667, rec=62.0536, f1=0.6150, kap=0.4260
acc=62.5000, pre=62.0216, rec=62.5000, f1=0.6177, kap=0.4289
acc=61.6667, pre=61.1032, rec=61.4583, f1=0.6084, kap=0.4148
acc=62.5000, pre=61.9525, rec=62.0536, f1=0.6159, kap=0.4260
acc=63.3333, pre=62.5088, rec=62.6488, f1=0.6225, kap=0.4373
