acc=81.6667, pre=85.1413, rec=80.0000, f1=0.8139, kap=0.7160
acc=65.8333, pre=61.9697, rec=61.6667, f1=0.6005, kap=0.4680
acc=60.0000, pre=58.4590, rec=57.1528, f1=0.5616, kap=0.3825
acc=61.6667, pre=58.5758, rec=58.6806, f1=0.5826, kap=0.4103
acc=72.5000, pre=73.5581, rec=70.9722, f1=0.7147, kap=0.5776
acc=64.1667, pre=63.8615, rec=62.7778, f1=0.6284, kap=0.4520
acc=70.8333, pre=70.7051, rec=70.0000, f1=0.6985, kap=0.5562
acc=63.3333, pre=61.3877, rec=61.1111, f1=0.6107, kap=0.4378
acc=70.8333, pre=69.5176, rec=69.3056, f1=0.6920, kap=0.5551
acc=70.8333, pre=70.5387, rec=70.0000, f1=0.6997, kap=0.5547
acc=68.3333, pre=67.6046, rec=66.8750, f1=0.6701, kap=0.5149
acc=76.6667, pre=76.2880, rec=76.5972, f1=0.7586, kap=0.6462
acc=72.5000, pre=71.2408, rec=70.8333, f1=0.7084, kap=0.5794
acc=69.1667, pre=68.0109, rec=67.0139, f1=0.6717, kap=0.5260
acc=70.0000, pre=69.9219, rec=70.6944, f1=0.6968, kap=0.5492
acc=71.6667, pre=71.3175, rec=69.2361, f1=0.6954, kap=0.5622
acc=65.8333, pre=64.7389, rec=64.7917, f1=0.6471, kap=0.4810
acc=74.1667, pre=73.1232, rec=72.3611, f1=0.7250, kap=0.6039
acc=75.8333, pre=75.0777, rec=75.4167, f1=0.7472, kap=0.6329
acc=69.1667, pre=67.5666, rec=67.4306, f1=0.6745, kap=0.5293
acc=69.1667, pre=68.4046, rec=68.7500, f1=0.6847, kap=0.5340
acc=73.3333, pre=72.3498, rec=73.1944, f1=0.7227, kap=0.5966
acc=68.3333, pre=67.1373, rec=66.8750, f1=0.6699, kap=0.5186
acc=65.8333, pre=64.4756, rec=64.5139, f1=0.6449, kap=0.4815
acc=70.0000, pre=68.6846, rec=68.2639, f1=0.6841, kap=0.5420
acc=74.1667, pre=72.9705, rec=73.4722, f1=0.7304, kap=0.6083
acc=74.1667, pre=72.9705, rec=73.4722, f1=0.7311, kap=0.6079
acc=72.5000, pre=71.0501, rec=71.4583, f1=0.7098, kap=0.5816
acc=72.5000, pre=71.0407, rec=70.8333, f1=0.7089, kap=0.5802
acc=72.5000, pre=71.2540, rec=70.6250, f1=0.7082, kap=0.5798
acc=71.6667, pre=70.1840, rec=69.7917, f1=0.6986, kap=0.5663
acc=71.6667, pre=70.3028, rec=70.1389, f1=0.7021, kap=0.5689
acc=70.0000, pre=68.1041, rec=68.3333, f1=0.6816, kap=0.5428
acc=68.3333, pre=67.2682, rec=67.2222, f1=0.6720, kap=0.5206
acc=69.1667, pre=68.1505, rec=67.7083, f1=0.6788, kap=0.5309
acc=70.0000, pre=68.0392, rec=68.5417, f1=0.6816, kap=0.5435
acc=70.0000, pre=68.9355, rec=68.7500, f1=0.6882, kap=0.5447
acc=67.5000, pre=65.7376, rec=66.1111, f1=0.6588, kap=0.5063
acc=68.3333, pre=67.0283, rec=67.0833, f1=0.6705, kap=0.5194
acc=70.0000, pre=68.5526, rec=68.6111, f1=0.6856, kap=0.5431
acc=73.3333, pre=71.5168, rec=71.3889, f1=0.7133, kap=0.5922
acc=74.1667, pre=72.7934, rec=72.3611, f1=0.7251, kap=0.6056
acc=73.3333, pre=71.6943, rec=71.5278, f1=0.7156, kap=0.5929
acc=75.0000, pre=73.6972, rec=73.9583, f1=0.7373, kap=0.6199
acc=70.8333, pre=69.1546, rec=69.0972, f1=0.6912, kap=0.5558
acc=71.6667, pre=70.4663, rec=69.9306, f1=0.7012, kap=0.5682
acc=71.6667, pre=71.3893, rec=69.9306, f1=0.7037, kap=0.5663
acc=70.0000, pre=68.7500, rec=68.7500, f1=0.6875, kap=0.5439
acc=72.5000, pre=70.7770, rec=70.4861, f1=0.7055, kap=0.5798
acc=73.3333, pre=71.6440, rec=71.3194, f1=0.7142, kap=0.5929
acc=73.3333, pre=71.7435, rec=71.6667, f1=0.7170, kap=0.5939
acc=76.6667, pre=75.3333, rec=75.6944, f1=0.7535, kap=0.6456
acc=74.1667, pre=72.9511, rec=73.2639, f1=0.7307, kap=0.6079
acc=74.1667, pre=72.5303, rec=72.7778, f1=0.7251, kap=0.6069
acc=71.6667, pre=69.9594, rec=70.2083, f1=0.7000, kap=0.5685
acc=70.0000, pre=68.5145, rec=68.2639, f1=0.6836, kap=0.5428
acc=73.3333, pre=71.5168, rec=71.3889, f1=0.7133, kap=0.5922
acc=73.3333, pre=71.5398, rec=71.5278, f1=0.7149, kap=0.5932
acc=71.6667, pre=69.7285, rec=69.6528, f1=0.6964, kap=0.5674
acc=72.5000, pre=70.6626, rec=70.6944, f1=0.7063, kap=0.5805
acc=73.3333, pre=71.5396, rec=71.5278, f1=0.7151, kap=0.5936
acc=72.5000, pre=70.6626, rec=70.6944, f1=0.7063, kap=0.5805
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=71.6667, pre=69.7285, rec=69.6528, f1=0.6964, kap=0.5674
acc=71.6667, pre=69.7285, rec=69.6528, f1=0.6964, kap=0.5674
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=73.3333, pre=71.6012, rec=71.7361, f1=0.7161, kap=0.5936
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=74.1667, pre=72.6148, rec=72.5694, f1=0.7257, kap=0.6063
acc=72.5000, pre=70.6626, rec=70.6944, f1=0.7063, kap=0.5805
acc=72.5000, pre=70.8310, rec=70.4861, f1=0.7059, kap=0.5802
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=73.3333, pre=71.6575, rec=71.1806, f1=0.7128, kap=0.5918
acc=73.3333, pre=71.6575, rec=71.1806, f1=0.7128, kap=0.5918
acc=72.5000, pre=70.7770, rec=70.4861, f1=0.7055, kap=0.5798
acc=73.3333, pre=71.6575, rec=71.1806, f1=0.7128, kap=0.5918
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.6575, rec=71.1806, f1=0.7128, kap=0.5918
acc=73.3333, pre=71.4306, rec=71.1806, f1=0.7123, kap=0.5925
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.4306, rec=71.1806, f1=0.7123, kap=0.5925
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=72.5000, pre=70.5570, rec=70.3472, f1=0.7035, kap=0.5794
acc=73.3333, pre=71.4800, rec=71.3889, f1=0.7135, kap=0.5925
acc=73.3333, pre=71.7222, rec=71.5278, f1=0.7159, kap=0.5932
acc=73.3333, pre=71.7222, rec=71.5278, f1=0.7159, kap=0.5932
acc=75.0000, pre=73.3440, rec=73.4722, f1=0.7330, kap=0.6186
