acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=27.5862, rec=33.3333, f1=0.1927, kap=0.0000
acc=32.5000, pre=21.2627, rec=32.5000, f1=0.2101, kap=-0.0125
acc=41.6667, pre=58.9855, rec=41.6667, f1=0.3717, kap=0.1250
acc=40.8333, pre=52.5911, rec=40.8333, f1=0.3719, kap=0.1125
acc=36.6667, pre=41.4731, rec=36.6667, f1=0.3454, kap=0.0500
acc=36.6667, pre=42.4286, rec=36.6667, f1=0.3462, kap=0.0500
acc=37.5000, pre=43.7845, rec=37.5000, f1=0.3522, kap=0.0625
acc=37.5000, pre=42.3280, rec=37.5000, f1=0.3511, kap=0.0625
acc=39.1667, pre=44.0115, rec=39.1667, f1=0.3762, kap=0.0875
acc=41.6667, pre=46.2222, rec=41.6667, f1=0.4037, kap=0.1250
acc=43.3333, pre=47.8363, rec=43.3333, f1=0.4165, kap=0.1500
acc=41.6667, pre=45.5317, rec=41.6667, f1=0.4002, kap=0.1250
acc=42.5000, pre=46.8418, rec=42.5000, f1=0.4143, kap=0.1375
acc=42.5000, pre=46.3611, rec=42.5000, f1=0.4161, kap=0.1375
acc=42.5000, pre=46.8418, rec=42.5000, f1=0.4143, kap=0.1375
acc=45.0000, pre=49.5946, rec=45.0000, f1=0.4500, kap=0.1750
acc=44.1667, pre=49.1145, rec=44.1667, f1=0.4306, kap=0.1625
acc=45.0000, pre=50.2391, rec=45.0000, f1=0.4397, kap=0.1750
acc=46.6667, pre=51.7390, rec=46.6667, f1=0.4662, kap=0.2000
acc=45.0000, pre=48.4655, rec=45.0000, f1=0.4353, kap=0.1750
acc=46.6667, pre=50.3186, rec=46.6667, f1=0.4556, kap=0.2000
acc=47.5000, pre=51.1869, rec=47.5000, f1=0.4704, kap=0.2125
acc=47.5000, pre=51.1869, rec=47.5000, f1=0.4704, kap=0.2125
acc=45.8333, pre=51.2787, rec=45.8333, f1=0.4504, kap=0.1875
acc=45.0000, pre=50.8450, rec=45.0000, f1=0.4439, kap=0.1750
acc=46.6667, pre=50.0000, rec=46.6667, f1=0.4522, kap=0.2000
acc=45.0000, pre=47.4450, rec=45.0000, f1=0.4368, kap=0.1750
acc=45.8333, pre=48.3751, rec=45.8333, f1=0.4391, kap=0.1875
acc=46.6667, pre=49.6365, rec=46.6667, f1=0.4466, kap=0.2000
acc=48.3333, pre=51.6978, rec=48.3333, f1=0.4686, kap=0.2250
acc=47.5000, pre=49.5098, rec=47.5000, f1=0.4536, kap=0.2125
acc=45.8333, pre=48.4776, rec=45.8333, f1=0.4404, kap=0.1875
acc=50.8333, pre=52.5962, rec=50.8333, f1=0.4917, kap=0.2625
acc=49.1667, pre=49.9593, rec=49.1667, f1=0.4684, kap=0.2375
acc=50.0000, pre=51.0714, rec=50.0000, f1=0.4843, kap=0.2500
acc=51.6667, pre=53.1426, rec=51.6667, f1=0.5009, kap=0.2750
acc=54.1667, pre=55.5037, rec=54.1667, f1=0.5204, kap=0.3125
acc=48.3333, pre=51.0219, rec=48.3333, f1=0.4639, kap=0.2250
acc=55.8333, pre=56.8951, rec=55.8333, f1=0.5384, kap=0.3375
acc=50.0000, pre=49.3846, rec=50.0000, f1=0.4884, kap=0.2500
acc=52.5000, pre=52.6112, rec=52.5000, f1=0.5055, kap=0.2875
acc=49.1667, pre=49.6172, rec=49.1667, f1=0.4770, kap=0.2375
acc=48.3333, pre=50.9824, rec=48.3333, f1=0.4815, kap=0.2250
acc=51.6667, pre=53.2681, rec=51.6667, f1=0.5174, kap=0.2750
acc=50.0000, pre=51.8922, rec=50.0000, f1=0.4958, kap=0.2500
acc=50.8333, pre=51.7975, rec=50.8333, f1=0.4980, kap=0.2625
acc=47.5000, pre=47.3745, rec=47.5000, f1=0.4508, kap=0.2125
