acc=31.6667, pre=31.4307, rec=30.8333, f1=0.3100, kap=-0.0415
acc=42.5000, pre=44.1195, rec=43.4722, f1=0.4249, kap=0.1488
acc=39.1667, pre=42.9952, rec=40.5556, f1=0.3927, kap=0.1047
acc=51.6667, pre=50.7492, rec=50.2778, f1=0.5042, kap=0.2608
acc=55.0000, pre=59.6059, rec=55.2083, f1=0.5523, kap=0.3284
acc=60.8333, pre=60.7071, rec=59.5833, f1=0.5988, kap=0.3985
acc=60.0000, pre=60.5030, rec=59.0278, f1=0.5958, kap=0.3888
acc=63.3333, pre=61.5873, rec=61.7361, f1=0.6139, kap=0.4378
acc=65.8333, pre=65.1203, rec=63.9583, f1=0.6353, kap=0.4735
acc=62.5000, pre=61.7089, rec=61.5278, f1=0.6151, kap=0.4265
acc=67.5000, pre=66.7705, rec=66.1806, f1=0.6563, kap=0.5026
acc=64.1667, pre=62.7915, rec=62.5694, f1=0.6241, kap=0.4501
acc=65.8333, pre=65.4493, rec=64.1667, f1=0.6340, kap=0.4748
acc=64.1667, pre=62.2373, rec=62.2222, f1=0.6195, kap=0.4501
acc=65.8333, pre=64.4644, rec=64.0278, f1=0.6306, kap=0.4744
acc=65.8333, pre=63.3034, rec=63.9583, f1=0.6331, kap=0.4788
acc=65.8333, pre=63.8889, rec=63.8194, f1=0.6316, kap=0.4744
acc=65.8333, pre=63.2531, rec=64.1667, f1=0.6331, kap=0.4793
acc=67.5000, pre=65.3482, rec=65.6944, f1=0.6496, kap=0.5026
acc=66.6667, pre=64.5833, rec=65.0000, f1=0.6442, kap=0.4898
acc=66.6667, pre=65.5237, rec=65.2083, f1=0.6424, kap=0.4898
acc=67.5000, pre=66.5807, rec=65.5556, f1=0.6476, kap=0.4991
acc=65.8333, pre=62.8017, rec=63.4722, f1=0.6259, kap=0.4770
acc=65.8333, pre=62.9262, rec=63.4722, f1=0.6261, kap=0.4761
acc=67.5000, pre=66.1956, rec=65.3472, f1=0.6474, kap=0.4991
acc=67.5000, pre=65.0790, rec=65.1389, f1=0.6462, kap=0.5009
acc=68.3333, pre=69.4795, rec=66.2500, f1=0.6579, kap=0.5086
acc=67.5000, pre=65.1333, rec=65.5556, f1=0.6454, kap=0.5026
acc=66.6667, pre=64.8893, rec=64.8611, f1=0.6391, kap=0.4894
acc=68.3333, pre=66.1790, rec=66.3889, f1=0.6558, kap=0.5149
acc=68.3333, pre=66.6395, rec=66.3889, f1=0.6572, kap=0.5132
acc=68.3333, pre=67.0194, rec=66.2500, f1=0.6545, kap=0.5116
acc=65.0000, pre=63.0043, rec=63.4722, f1=0.6255, kap=0.4701
acc=67.5000, pre=66.4558, rec=64.8611, f1=0.6407, kap=0.4966
acc=62.5000, pre=60.3455, rec=60.6944, f1=0.6001, kap=0.4270
acc=65.8333, pre=64.1869, rec=63.6111, f1=0.6305, kap=0.4739
acc=65.0000, pre=63.2349, rec=62.7778, f1=0.6197, kap=0.4620
acc=65.0000, pre=63.2349, rec=62.7778, f1=0.6197, kap=0.4620
acc=65.0000, pre=62.5840, rec=62.7778, f1=0.6197, kap=0.4629
acc=64.1667, pre=61.8600, rec=62.0833, f1=0.6130, kap=0.4511
acc=67.5000, pre=65.3247, rec=65.3472, f1=0.6475, kap=0.5004
acc=66.6667, pre=64.5942, rec=64.6528, f1=0.6392, kap=0.4894
acc=65.8333, pre=63.2510, rec=63.6111, f1=0.6295, kap=0.4766
acc=65.8333, pre=63.8940, rec=63.4722, f1=0.6269, kap=0.4735
acc=67.5000, pre=65.9024, rec=65.3472, f1=0.6466, kap=0.5000
acc=67.5000, pre=65.2989, rec=65.5556, f1=0.6459, kap=0.5017
acc=66.6667, pre=66.2298, rec=65.0000, f1=0.6438, kap=0.4881
acc=65.0000, pre=62.7840, rec=62.7778, f1=0.6202, kap=0.4620
acc=66.6667, pre=64.7119, rec=64.5139, f1=0.6368, kap=0.4872
acc=68.3333, pre=66.1790, rec=66.3889, f1=0.6558, kap=0.5149
acc=67.5000, pre=65.1333, rec=65.5556, f1=0.6454, kap=0.5026
acc=67.5000, pre=65.2989, rec=65.5556, f1=0.6459, kap=0.5017
acc=67.5000, pre=66.2642, rec=65.2083, f1=0.6447, kap=0.4979
acc=66.6667, pre=64.5586, rec=64.8611, f1=0.6391, kap=0.4898
acc=66.6667, pre=64.5586, rec=64.8611, f1=0.6391, kap=0.4898
acc=65.8333, pre=63.1025, rec=63.4722, f1=0.6265, kap=0.4753
acc=68.3333, pre=66.1207, rec=66.3889, f1=0.6565, kap=0.5145
acc=68.3333, pre=66.1207, rec=66.3889, f1=0.6565, kap=0.5145
acc=68.3333, pre=66.9777, rec=66.3889, f1=0.6572, kap=0.5128
acc=67.5000, pre=65.3226, rec=65.5556, f1=0.6449, kap=0.5030
acc=66.6667, pre=64.3519, rec=64.8611, f1=0.6384, kap=0.4915
acc=67.5000, pre=65.4543, rec=65.5556, f1=0.6453, kap=0.5021
acc=69.1667, pre=66.9467, rec=67.0833, f1=0.6626, kap=0.5269
acc=68.3333, pre=66.1790, rec=66.3889, f1=0.6558, kap=0.5149
acc=68.3333, pre=66.1790, rec=66.3889, f1=0.6558, kap=0.5149
acc=67.5000, pre=65.3226, rec=65.5556, f1=0.6449, kap=0.5030
acc=67.5000, pre=66.2841, rec=65.5556, f1=0.6467, kap=0.5000
acc=67.5000, pre=65.4543, rec=65.5556, f1=0.6453, kap=0.5021
acc=67.5000, pre=66.2841, rec=65.5556, f1=0.6467, kap=0.5000
acc=66.6667, pre=64.4319, rec=64.8611, f1=0.6387, kap=0.4907
acc=66.6667, pre=64.3519, rec=64.8611, f1=0.6384, kap=0.4915
acc=66.6667, pre=65.1363, rec=64.8611, f1=0.6386, kap=0.4898
acc=67.5000, pre=65.4543, rec=65.5556, f1=0.6453, kap=0.5021
acc=67.5000, pre=65.8472, rec=65.5556, f1=0.6453, kap=0.5017
acc=68.3333, pre=65.8638, rec=66.2500, f1=0.6522, kap=0.5145
acc=68.3333, pre=65.8638, rec=66.2500, f1=0.6522, kap=0.5145
acc=67.5000, pre=65.4543, rec=65.5556, f1=0.6453, kap=0.5021
acc=67.5000, pre=65.0167, rec=65.5556, f1=0.6450, kap=0.5034
acc=67.5000, pre=65.8472, rec=65.5556, f1=0.6453, kap=0.5017
acc=68.3333, pre=67.1098, rec=66.2500, f1=0.6536, kap=0.5120
acc=67.5000, pre=66.2841, rec=65.5556, f1=0.6467, kap=0.5000
acc=68.3333, pre=66.6866, rec=66.2500, f1=0.6535, kap=0.5124
acc=68.3333, pre=66.3336, rec=66.2500, f1=0.6535, kap=0.5128
acc=67.5000, pre=65.5159, rec=65.5556, f1=0.6466, kap=0.5009
acc=67.5000, pre=65.5159, rec=65.5556, f1=0.6466, kap=0.5009
acc=68.3333, pre=66.6866, rec=66.2500, f1=0.6535, kap=0.5124
acc=67.5000, pre=65.1333, rec=65.5556, f1=0.6454, kap=0.5026
acc=68.3333, pre=66.3336, rec=66.2500, f1=0.6535, kap=0.5128
acc=68.3333, pre=66.6866, rec=66.2500, f1=0.6535, kap=0.5124
acc=67.5000, pre=65.1333, rec=65.5556, f1=0.6454, kap=0.5026
acc=67.5000, pre=65.1333, rec=65.5556, f1=0.6454, kap=0.5026
acc=68.3333, pre=66.4112, rec=66.2500, f1=0.6527, kap=0.5132
acc=67.5000, pre=65.6341, rec=65.5556, f1=0.6459, kap=0.5013
