acc=74.1667, pre=83.7209, rec=60.0000, f1=0.6990, kap=0.4833
acc=80.8333, pre=83.6364, rec=76.6667, f1=0.8000, kap=0.6167
acc=50.0000, pre=50.0000, rec=75.0000, f1=0.6000, kap=0.0000
acc=69.1667, pre=69.4915, rec=68.3333, f1=0.6891, kap=0.3833
acc=56.6667, pre=54.4444, rec=81.6667, f1=0.6533, kap=0.1333
acc=86.6667, pre=85.4839, rec=88.3333, f1=0.8689, kap=0.7333
acc=85.8333, pre=86.4407, rec=85.0000, f1=0.8571, kap=0.7167
acc=82.5000, pre=79.1045, rec=88.3333, f1=0.8346, kap=0.6500
acc=74.1667, pre=71.0145, rec=81.6667, f1=0.7597, kap=0.4833
acc=85.0000, pre=86.2069, rec=83.3333, f1=0.8475, kap=0.7000
acc=80.8333, pre=77.6119, rec=86.6667, f1=0.8189, kap=0.6167
acc=85.0000, pre=87.5000, rec=81.6667, f1=0.8448, kap=0.7000
acc=85.8333, pre=84.1270, rec=88.3333, f1=0.8618, kap=0.7167
acc=85.8333, pre=84.1270, rec=88.3333, f1=0.8618, kap=0.7167
acc=88.3333, pre=88.3333, rec=88.3333, f1=0.8833, kap=0.7667
acc=83.3333, pre=87.0370, rec=78.3333, f1=0.8246, kap=0.6667
acc=85.0000, pre=82.8125, rec=88.3333, f1=0.8548, kap=0.7000
acc=86.6667, pre=87.9310, rec=85.0000, f1=0.8644, kap=0.7333
acc=84.1667, pre=84.7458, rec=83.3333, f1=0.8403, kap=0.6833
acc=86.6667, pre=87.9310, rec=85.0000, f1=0.8644, kap=0.7333
acc=78.3333, pre=90.4762, rec=63.3333, f1=0.7451, kap=0.5667
acc=81.6667, pre=89.5833, rec=71.6667, f1=0.7963, kap=0.6333
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=84.1667, pre=84.7458, rec=83.3333, f1=0.8403, kap=0.6833
acc=86.6667, pre=87.9310, rec=85.0000, f1=0.8644, kap=0.7333
acc=84.1667, pre=88.6792, rec=78.3333, f1=0.8319, kap=0.6833
acc=85.0000, pre=87.5000, rec=81.6667, f1=0.8448, kap=0.7000
acc=82.5000, pre=83.0508, rec=81.6667, f1=0.8235, kap=0.6500
acc=88.3333, pre=88.3333, rec=88.3333, f1=0.8833, kap=0.7667
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=82.5000, pre=83.0508, rec=81.6667, f1=0.8235, kap=0.6500
acc=77.5000, pre=77.0492, rec=78.3333, f1=0.7769, kap=0.5500
acc=78.3333, pre=85.4167, rec=68.3333, f1=0.7593, kap=0.5667
acc=77.5000, pre=83.6735, rec=68.3333, f1=0.7523, kap=0.5500
acc=79.1667, pre=88.8889, rec=66.6667, f1=0.7619, kap=0.5833
acc=82.5000, pre=84.2105, rec=80.0000, f1=0.8205, kap=0.6500
acc=84.1667, pre=84.7458, rec=83.3333, f1=0.8403, kap=0.6833
acc=80.0000, pre=84.6154, rec=73.3333, f1=0.7857, kap=0.6000
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=87.5000, pre=86.8852, rec=88.3333, f1=0.8760, kap=0.7500
acc=80.0000, pre=82.1429, rec=76.6667, f1=0.7931, kap=0.6000
acc=85.8333, pre=90.5660, rec=80.0000, f1=0.8496, kap=0.7167
acc=85.0000, pre=85.0000, rec=85.0000, f1=0.8500, kap=0.7000
acc=83.3333, pre=84.4828, rec=81.6667, f1=0.8305, kap=0.6667
acc=84.1667, pre=85.9649, rec=81.6667, f1=0.8376, kap=0.6833
acc=86.6667, pre=89.2857, rec=83.3333, f1=0.8621, kap=0.7333
acc=84.1667, pre=90.1961, rec=76.6667, f1=0.8288, kap=0.6833
acc=86.6667, pre=85.4839, rec=88.3333, f1=0.8689, kap=0.7333
acc=85.0000, pre=86.2069, rec=83.3333, f1=0.8475, kap=0.7000
acc=80.0000, pre=80.0000, rec=80.0000, f1=0.8000, kap=0.6000
acc=80.8333, pre=89.3617, rec=70.0000, f1=0.7850, kap=0.6167
acc=82.5000, pre=81.9672, rec=83.3333, f1=0.8264, kap=0.6500
acc=80.0000, pre=87.5000, rec=70.0000, f1=0.7778, kap=0.6000
acc=85.8333, pre=90.5660, rec=80.0000, f1=0.8496, kap=0.7167
acc=77.5000, pre=83.6735, rec=68.3333, f1=0.7523, kap=0.5500
acc=84.1667, pre=88.6792, rec=78.3333, f1=0.8319, kap=0.6833
acc=81.6667, pre=85.1852, rec=76.6667, f1=0.8070, kap=0.6333
acc=80.8333, pre=80.3279, rec=81.6667, f1=0.8099, kap=0.6167
acc=83.3333, pre=85.7143, rec=80.0000, f1=0.8276, kap=0.6667
acc=81.6667, pre=89.5833, rec=71.6667, f1=0.7963, kap=0.6333
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=81.6667, pre=85.1852, rec=76.6667, f1=0.8070, kap=0.6333
acc=81.6667, pre=85.1852, rec=76.6667, f1=0.8070, kap=0.6333
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=80.0000, pre=83.3333, rec=75.0000, f1=0.7895, kap=0.6000
acc=80.8333, pre=83.6364, rec=76.6667, f1=0.8000, kap=0.6167
acc=82.5000, pre=84.2105, rec=80.0000, f1=0.8205, kap=0.6500
acc=80.8333, pre=83.6364, rec=76.6667, f1=0.8000, kap=0.6167
acc=81.6667, pre=86.5385, rec=75.0000, f1=0.8036, kap=0.6333
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=83.3333, pre=87.0370, rec=78.3333, f1=0.8246, kap=0.6667
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=83.3333, pre=87.0370, rec=78.3333, f1=0.8246, kap=0.6667
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=83.3333, pre=87.0370, rec=78.3333, f1=0.8246, kap=0.6667
acc=83.3333, pre=87.0370, rec=78.3333, f1=0.8246, kap=0.6667
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=83.3333, pre=87.0370, rec=78.3333, f1=0.8246, kap=0.6667
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=83.3333, pre=87.0370, rec=78.3333, f1=0.8246, kap=0.6667
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
acc=83.3333, pre=87.0370, rec=78.3333, f1=0.8246, kap=0.6667
acc=82.5000, pre=86.7925, rec=76.6667, f1=0.8142, kap=0.6500
