acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=33.3333, pre=11.1111, rec=33.3333, f1=0.1667, kap=0.0000
acc=40.8333, pre=45.3453, rec=40.8333, f1=0.2990, kap=0.1125
acc=44.1667, pre=45.7944, rec=44.1667, f1=0.3449, kap=0.1625
acc=51.6667, pre=52.9823, rec=51.6667, f1=0.4513, kap=0.2750
acc=61.6667, pre=68.5553, rec=61.6667, f1=0.5996, kap=0.4250
acc=65.0000, pre=68.9236, rec=65.0000, f1=0.6422, kap=0.4750
acc=67.5000, pre=72.8382, rec=67.5000, f1=0.6721, kap=0.5125
acc=69.1667, pre=73.9737, rec=69.1667, f1=0.6902, kap=0.5375
acc=74.1667, pre=77.6789, rec=74.1667, f1=0.7426, kap=0.6125
acc=76.6667, pre=78.8399, rec=76.6667, f1=0.7668, kap=0.6500
acc=77.5000, pre=79.9827, rec=77.5000, f1=0.7748, kap=0.6625
acc=77.5000, pre=79.3106, rec=77.5000, f1=0.7749, kap=0.6625
acc=76.6667, pre=78.0947, rec=76.6667, f1=0.7669, kap=0.6500
acc=77.5000, pre=78.7697, rec=77.5000, f1=0.7745, kap=0.6625
acc=82.5000, pre=83.6263, rec=82.5000, f1=0.8245, kap=0.7375
acc=83.3333, pre=84.1977, rec=83.3333, f1=0.8326, kap=0.7500
acc=83.3333, pre=84.1977, rec=83.3333, f1=0.8326, kap=0.7500
acc=82.5000, pre=83.7763, rec=82.5000, f1=0.8242, kap=0.7375
acc=83.3333, pre=84.3565, rec=83.3333, f1=0.8327, kap=0.7500
acc=84.1667, pre=85.4096, rec=84.1667, f1=0.8417, kap=0.7625
acc=83.3333, pre=84.3810, rec=83.3333, f1=0.8326, kap=0.7500
acc=84.1667, pre=85.3007, rec=84.1667, f1=0.8412, kap=0.7625
acc=87.5000, pre=87.8163, rec=87.5000, f1=0.8728, kap=0.8125
acc=89.1667, pre=89.2986, rec=89.1667, f1=0.8905, kap=0.8375
acc=89.1667, pre=89.5951, rec=89.1667, f1=0.8905, kap=0.8375
acc=90.8333, pre=91.5108, rec=90.8333, f1=0.9078, kap=0.8625
acc=91.6667, pre=92.1681, rec=91.6667, f1=0.9163, kap=0.8750
acc=91.6667, pre=91.8332, rec=91.6667, f1=0.9162, kap=0.8750
acc=91.6667, pre=92.1681, rec=91.6667, f1=0.9163, kap=0.8750
acc=90.8333, pre=91.1557, rec=90.8333, f1=0.9069, kap=0.8625
acc=91.6667, pre=91.8332, rec=91.6667, f1=0.9162, kap=0.8750
acc=91.6667, pre=91.8332, rec=91.6667, f1=0.9162, kap=0.8750
acc=92.5000, pre=93.1205, rec=92.5000, f1=0.9252, kap=0.8875
acc=92.5000, pre=92.9365, rec=92.5000, f1=0.9248, kap=0.8875
acc=91.6667, pre=92.7976, rec=91.6667, f1=0.9180, kap=0.8750
acc=92.5000, pre=93.1257, rec=92.5000, f1=0.9257, kap=0.8875
acc=95.0000, pre=95.1673, rec=95.0000, f1=0.9502, kap=0.9250
acc=95.8333, pre=95.8708, rec=95.8333, f1=0.9582, kap=0.9375
acc=92.5000, pre=93.5185, rec=92.5000, f1=0.9258, kap=0.8875
acc=93.3333, pre=93.8012, rec=93.3333, f1=0.9339, kap=0.9000
acc=95.8333, pre=95.8333, rec=95.8333, f1=0.9583, kap=0.9375
acc=94.1667, pre=95.0355, rec=94.1667, f1=0.9424, kap=0.9125
acc=94.1667, pre=95.0355, rec=94.1667, f1=0.9419, kap=0.9125
acc=97.5000, pre=97.5407, rec=97.5000, f1=0.9751, kap=0.9625
acc=99.1667, pre=99.1870, rec=99.1667, f1=0.9917, kap=0.9875
acc=95.0000, pre=95.2381, rec=95.0000, f1=0.9499, kap=0.9250
acc=95.8333, pre=96.0871, rec=95.8333, f1=0.9576, kap=0.9375
