acc=25.0000, pre=12.5553, rec=25.0000, f1=0.1618, kap=-0.1250
acc=30.8333, pre=19.4074, rec=30.8333, f1=0.2350, kap=-0.0375
acc=32.5000, pre=29.9167, rec=32.5000, f1=0.2787, kap=-0.0125
acc=30.0000, pre=28.3514, rec=30.0000, f1=0.2493, kap=-0.0500
acc=28.3333, pre=25.9216, rec=28.3333, f1=0.2250, kap=-0.0750
acc=29.1667, pre=30.7471, rec=29.1667, f1=0.2360, kap=-0.0625
acc=29.1667, pre=29.1667, rec=29.1667, f1=0.2358, kap=-0.0625
acc=30.0000, pre=28.4970, rec=30.0000, f1=0.2493, kap=-0.0500
acc=30.8333, pre=18.8853, rec=30.8333, f1=0.2203, kap=-0.0375
acc=30.0000, pre=25.1195, rec=30.0000, f1=0.2317, kap=-0.0500
acc=33.3333, pre=29.5769, rec=33.3333, f1=0.2677, kap=0.0000
acc=30.0000, pre=18.3761, rec=30.0000, f1=0.2229, kap=-0.0500
acc=35.0000, pre=30.3539, rec=35.0000, f1=0.2836, kap=0.0250
acc=36.6667, pre=30.2518, rec=36.6667, f1=0.2908, kap=0.0500
acc=33.3333, pre=22.2574, rec=33.3333, f1=0.2608, kap=0.0000
acc=38.3333, pre=38.7640, rec=38.3333, f1=0.3392, kap=0.0750
acc=35.0000, pre=31.0948, rec=35.0000, f1=0.2941, kap=0.0250
acc=40.0000, pre=40.9091, rec=40.0000, f1=0.3455, kap=0.1000
acc=43.3333, pre=42.1844, rec=43.3333, f1=0.3809, kap=0.1500
acc=43.3333, pre=45.5519, rec=43.3333, f1=0.4158, kap=0.1500
acc=42.5000, pre=43.7037, rec=42.5000, f1=0.4002, kap=0.1375
acc=40.8333, pre=38.7036, rec=40.8333, f1=0.3612, kap=0.1125
acc=42.5000, pre=35.7357, rec=42.5000, f1=0.3566, kap=0.1375
acc=31.6667, pre=29.2370, rec=31.6667, f1=0.2662, kap=-0.0250
acc=36.6667, pre=28.5142, rec=36.6667, f1=0.3156, kap=0.0500
acc=33.3333, pre=32.8634, rec=33.3333, f1=0.3071, kap=0.0000
acc=39.1667, pre=37.7319, rec=39.1667, f1=0.3792, kap=0.0875
acc=35.0000, pre=30.5008, rec=35.0000, f1=0.3193, kap=0.0250
acc=37.5000, pre=37.3219, rec=37.5000, f1=0.3732, kap=0.0625
acc=41.6667, pre=39.4848, rec=41.6667, f1=0.3972, kap=0.1250
acc=40.8333, pre=38.1875, rec=40.8333, f1=0.3901, kap=0.1125
acc=38.3333, pre=36.3118, rec=38.3333, f1=0.3714, kap=0.0750
acc=38.3333, pre=36.4348, rec=38.3333, f1=0.3720, kap=0.0750
acc=37.5000, pre=33.7291, rec=37.5000, f1=0.3521, kap=0.0625
acc=34.1667, pre=33.9048, rec=34.1667, f1=0.3378, kap=0.0125
